dc_identifier_s,dc_title_s,dc_description_s,dc_creator_sm,dc_publisher_sm,dc_rights_s,dct_provenance_s,dct_references_s,layer_slug_s,layer_geom_type_s,layer_modified_dt,dc_format_s,dc_language_s,dc_type_s,dc_subject_sm,dct_isPartOf_sm,dct_issued_s,dct_temporal_sm,dct_spatial_sm,solr_geom,centroid_s,solr_year_i
03be2785-4a90-458e-bd38-f73eaa059e0a,"Parcels Green Lake County, Wisconsin, 2017","This is the final deliverable for the Version 3 Statewide Parcel Map Database Project (V3). This feature class represents a comprehensive, spatially referenced collection of parcel geometries as recognized by local-level governments within the State of Wisconsin (the feature class is aggregated from county level and municipal-level data). See the V3 Project Homepage for more detail on the parameters for how data was prepared and submitted to this project: http://www.sco.wisc.edu/parcels/submission/.Schema documentation can be found within this feature class metadata and here: http://www.sco.wisc.edu/parcels/data/assets/V3/V3_Wisconsin_Statewide_Parcels_Schema_Documentation.pdf.Change logand known issuescan be found here: http://www.sco.wisc.edu/parcels/data/assets/Wisconsin_Statewide_Parcels_Change_Log.pdf.",[u'Wisconsin Department of Administration'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/GreenLake_Parcels_2017.zip"",""http://schema.org/url"":""http://www.sco.wisc.edu/parcels/data/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/03be2785-4a90-458e-bd38-f73eaa059e0a/formatters/xml""}",03be2785-4a90-458e-bd38-f73eaa059e0a,Polygon,2018-01-04T22:37:00Z,Geodatabase,English,Dataset,"[u'Planning and Cadastral', u'Land ownership', u'Real property']",Wisconsin Counties Open Data,7/31/17,2017,"[u'Green Lake County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-89.246785, -88.879478, 43.986146, 43.629719)","43.8079325,-89.0631315",2017
6BD3E9D2-D21E-4E0D-989F-66DBA12139A5,"Addresses Kewaunee County, Wisconsin, 2017","This point data layer represents addresses for Kewaunee County, Wisconsin in 2017. It is a feature class within the geodatabase Kewaunee_Addresses_2017.gdb.",[u'Kewaunee County Land Information Office'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Kewaunee_Addresses_2017.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/6BD3E9D2-D21E-4E0D-989F-66DBA12139A5/formatters/xml""}",6BD3E9D2-D21E-4E0D-989F-66DBA12139A5,Point,2018-01-04T22:38:39Z,Geodatabase,English,Dataset,"[u'Location', u'Street addresses']",Wisconsin Counties Open Data,3/28/17,2017,"[u'Kewaunee County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-87.774447, -87.376468, 44.683298, 44.319692)","44.501495,-87.5754575",2017
4C7A951C-B75A-493C-BD27-EFEC9C13B032,"Parks Racine County, Wisconsin, 2017","This polygon data layer represents parks for Racine County, Wisconsin in 2017.",[u'Racine County GIS'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Racine_Parks_2017.zip"",""http://schema.org/url"":""http://data-racinecounty.opendata.arcgis.com/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/4C7A951C-B75A-493C-BD27-EFEC9C13B032/formatters/xml""}",4C7A951C-B75A-493C-BD27-EFEC9C13B032,Polygon,2018-01-04T22:38:06Z,Shapefile,English,Dataset,"[u'Society', u'Parks', u'Open spaces', u'Recreation']",Wisconsin Counties Open Data,3/31/17,2017,"[u'Racine County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-88.312573, -87.775901, 42.849964, 42.601792)","42.725878,-88.044237",2017
020E8C02-0C64-414A-9AB4-8C80C03223E7,"Addresses Dunn County, Wisconsin, 2017","This point data layer represents addresses for Dunn County, Wisconsin in 2017. It is a feature class within the geodatabase Dunn_Addresses_2017.",[u'Dunn County Land Information'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Dunn_Addresses_2017.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/020E8C02-0C64-414A-9AB4-8C80C03223E7/formatters/xml""}",020E8C02-0C64-414A-9AB4-8C80C03223E7,Point,2018-01-04T22:40:29Z,Geodatabase,English,Dataset,"[u'Location', u'Street addresses']",Wisconsin Counties Open Data,3/27/17,2017,"[u'Dunn County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-92.156887, -91.644518, 45.209656, 44.683526)","44.946591,-91.9007025",2017
6B69F682-9207-4617-97AB-9A8395C7D73B,"Trails Milwaukee County, Wisconsin, YE2016","This line data layer represents trails for Milwaukee County, Wisconsin in YE2016. It is a feature class within the geodatabase Milwaukee_Trails_YE2016.",[u'Milwaukee County Land Information Office'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Milwaukee_Trails_YE2016.zip"",""http://schema.org/url"":""http://county.milwaukee.gov/mclio/geodata.html"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/6B69F682-9207-4617-97AB-9A8395C7D73B/formatters/xml""}",6B69F682-9207-4617-97AB-9A8395C7D73B,Line,2018-01-04T22:37:02Z,Geodatabase,English,Dataset,"[u'Society', u'Recreation', u'Trails']",Wisconsin Counties Open Data,4/20/17,2016,"[u'Milwaukee County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-88.076852, -87.817516, 43.199771, 42.839709)","43.01974,-87.947184",2016
42CE354D-BA11-44C9-8A0D-D71230998C6D,"Addresses Waukesha County, Wisconsin, 2017","This point data layer represents addresses for Waukesha County, Wisconsin in 2017.",[u'Waukesha County Land Information System'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Waukesha_Addresses_2017.zip"",""http://schema.org/url"":""http://maps-waukeshacounty.opendata.arcgis.com/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/42CE354D-BA11-44C9-8A0D-D71230998C6D/formatters/xml""}",42CE354D-BA11-44C9-8A0D-D71230998C6D,Point,2018-01-04T22:38:54Z,Shapefile,English,Dataset,"[u'Location', u'Street addresses']",Wisconsin Counties Open Data,5/2/17,2017,"[u'Waukesha County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-88.671705, -87.93948, 43.32357, 42.773677)","43.0486235,-88.3055925",2017
E0D5EEB0-5358-4F39-9908-7D7D4E57BB24,"Buildings Ozaukee County, Wisconsin, 2017","This polygon data layer represents buildings for Ozaukee County, Wisconsin in 2017. It is a feature class within the geodatabase, Ozaukee_Buildings_2017.gdb.",[u'Ozaukee County Land Information Office'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Ozaukee_Buildings_2017.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/E0D5EEB0-5358-4F39-9908-7D7D4E57BB24/formatters/xml""}",E0D5EEB0-5358-4F39-9908-7D7D4E57BB24,Polygon,2018-01-04T22:37:24Z,Geodatabase,English,Dataset,"[u'Structure', u'Buildings']",Wisconsin Counties Open Data,5/29/17,2017,"[u'Ozaukee County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-88.063712, -87.792252, 43.543366, 43.192145)","43.3677555,-87.927982",2017
B4517396-8115-45A0-ADB4-ECC474D7E1B5,"Hydro (Polygon and Line) Sheboygan County, Wisconsin, YE2016","These polygon and line data layers represent hydrography for Sheboygan County, Wisconsin at year-end 2016. They are feature datasets within the geodatabase 'Sheboygan_Hydro_YE2016'. The features included in the geodatabase are 'SHEBOYGAN_HydroLine_YE2016' and 'SHEBOYGAN_HydroPoly_YE2016'.",[u'Sheboygan County Land Information'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Sheboygan_Hydro_YE2016.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/B4517396-8115-45A0-ADB4-ECC474D7E1B5/formatters/xml""}",B4517396-8115-45A0-ADB4-ECC474D7E1B5,Polygon,2018-01-04T22:37:09Z,Geodatabase,English,Dataset,"[u'Inland Waters', u'Hydrography']",Wisconsin Counties Open Data,3/13/17,2016,"[u'Sheboygan County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-88.164484, -87.695744, 43.901261, 43.527413)","43.714337,-87.930114",2016
E18EE715-D30A-4F4B-A541-8753F4BAE5DA,"Addresses Trempealeau County, Wisconsin, 2017","This point data layer represents addresses for Trempealeau County, Wisconsin in 2017. It is a feature class within the geodatabase, Trempealeau_Addresses_2017.gdb.",[u'Trempealeau County Land Records Department'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Trempealeau_Addresses_2017.zip"",""http://schema.org/url"":""http://www.tremplocounty.com/tchome/landrecords/data.aspx"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/E18EE715-D30A-4F4B-A541-8753F4BAE5DA/formatters/xml""}",E18EE715-D30A-4F4B-A541-8753F4BAE5DA,Point,2018-01-04T22:40:13Z,Geodatabase,English,Dataset,"[u'Location', u'Street addresses']",Wisconsin Counties Open Data,5/30/17,2017,"[u'Trempealeau County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-91.594167, -91.150434, 44.597141, 43.984191)","44.290666,-91.3723005",2017
7760135D-5872-4A60-B511-5B6F5AD3927B,"Addresses La Crosse County, Wisconsin, YE2016","This point data layer represents addresses for La Crosse County, Wisconsin at year-end 2016. It is a feature class within the geodatabase LaCrosse_Addresses_YE2016.gdb.",[u'La Crosse County Land Records GIS                  Department'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/LaCrosse_Addresses_YE2016.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/7760135D-5872-4A60-B511-5B6F5AD3927B/formatters/xml""}",7760135D-5872-4A60-B511-5B6F5AD3927B,Point,2018-01-04T22:39:21Z,Geodatabase,English,Dataset,"[u'Location', u'Street addresses']",Wisconsin Counties Open Data,3/22/17,2016,"[u'La Crosse County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-91.412572, -90.907536, 44.079314, 43.720827)","43.9000705,-91.160054",2016
E9CEB3BB-2A1F-4BD1-A005-D153CB38C638,"Roads Douglas County, Wisconsin, 2015","This line data layer represents roads for Douglas County, Wisconsin in 2015. [Refinement of dataset ready for Network Analyst and routing 1-13-2011 RJ. City of Superior, Douglas County and Forestry gas tax road Centerline datasets merged together to create a countywide feature class. Also included are the COS Snow Routes and COS Truck Routes, both of these routes have a field of data that gives their designation.]",[u'Douglas County Land Records Department'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Douglas_Roads_2015.zip"",""http://schema.org/url"":""http://www.ci.superior.wi.us/474/Geospatial-Data-GIS"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/E9CEB3BB-2A1F-4BD1-A005-D153CB38C638/formatters/xml""}",E9CEB3BB-2A1F-4BD1-A005-D153CB38C638,Line,2018-01-04T22:37:25Z,Shapefile,English,Dataset,"[u'Transportation', u'Roads', u'Streets']",Wisconsin Counties Open Data,1/1/15,2015,"[u'Douglas County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-92.297475, -91.54747, 46.753397, 46.156698)","46.4550475,-91.9224725",2015
513CD0E4-861A-41A6-80A6-BED13E61CE52,"Parks Marinette County, Wisconsin, 2017","This point data layer represents parks for Marinette County, Wisconsin in 2017.",[u'Marinette County Land Information Office'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Marinette_Parks_2017.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/513CD0E4-861A-41A6-80A6-BED13E61CE52/formatters/xml""}",513CD0E4-861A-41A6-80A6-BED13E61CE52,Line,2018-01-04T22:37:11Z,Shapefile,English,Dataset,"[u'Society', u'Parks', u'Recreation', u'Open spaces']",Wisconsin Counties Open Data,3/16/17,2017,"[u'Marinette County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-88.421029, -87.562042, 45.706322, 45.039253)","45.3727875,-87.9915355",2017
7BC9DA4F-1DFB-4B24-A073-4232A490575D,"Addresses Taylor County, Wisconsin, YE2016","This point data layer represents addresses for Taylor County, Wisconsin at year-end 2016. It is a feature class within the geodatabase 'Taylor_Addresses_YE2016.gdb'. [Buildings represent a collection of points spatially located over the main building for any given address. For the most part, in urban areas, there is not a building point located unless the main building would not be physically visible from the road. The data was developed to only show the main structure for a given address, meaning that there is only one building point per address . In the case of duplexes or multi family structures additional building points and site access points are added. By only having one building point per address and one site access point, a one to one relationship is maintained with the site access point.]",[u'Taylor County Surveyor'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Taylor_Adressess_YE2016.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/7BC9DA4F-1DFB-4B24-A073-4232A490575D/formatters/xml""}",7BC9DA4F-1DFB-4B24-A073-4232A490575D,Point,2018-01-04T22:39:58Z,Geodatabase,English,Dataset,"[u'Location', u'Street addresses']",Wisconsin Counties Open Data,2/24/17,2016,"[u'Taylor County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-90.927437, -90.043361, 45.382702, 45.03027)","45.206486,-90.485399",2016
8410F902-2071-4D72-A67D-1B22503AB495,"Trails Washburn County, Wisconsin, 2017","These line data layers represent trails for Washburn County, Wisconsin in 2017. They are feature classes within the geodatabase Washburn_Trails_2017.gdb'. The features included in this geodatabase are 'WASHBURN_HORSE_TRAILS_2017', 'WASHBURN_ATV_SNOWMOBILE_TRAILS_2014' and 'WASHBURN_SI_TRAILS_2017'.",[u'Washburn County Land Records Department'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Washburn_Trails_2017.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/8410F902-2071-4D72-A67D-1B22503AB495/formatters/xml""}",8410F902-2071-4D72-A67D-1B22503AB495,Line,2018-01-04T22:39:25Z,Geodatabase,English,Dataset,"[u'Society', u'Recreation', u'Trails']",Wisconsin Counties Open Data,3/10/17,2017,"[u'Washburn County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-92.05069, -91.53846, 46.161108, 45.63797)","45.899539,-91.794575",2017
D3D7E2F1-2E11-4B23-858B-2623EBE60699,"Trails Waupaca County, Wisconsin 2016","This line data layer represents trails for Waupaca County, Wisconsin in 2016. It is a feature class within the geodatabase, Waupaca_Trails_2016.gdb. The features included in the database are 'Snowmobile_Trails' and 'Trails'.",[u'Waupaca County Land Information Office'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Waupaca_Trails_2016.zip"",""http://schema.org/url"":""http://data.waupacacounty.opendata.arcgis.com/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/D3D7E2F1-2E11-4B23-858B-2623EBE60699/formatters/xml""}",D3D7E2F1-2E11-4B23-858B-2623EBE60699,Line,2018-01-04T22:40:22Z,Geodatabase,English,Dataset,"[u'Society', u'Transportation', u'Recreation', u'Trails']",Wisconsin Counties Open Data,6/1/16,2016,"[u'Waupaca County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-89.531229, -88.627712, 44.679773, 44.240457)","44.460115,-89.0794705",2016
5E0C1FC4-2C09-42C0-8397-2EB4FED1D6E0,"Addresses Forest County, Wisconsin, 2017","This point data layer represents street addresses for Forest County, Wisconsin in 2017. It is a feature class within the geodatabase Forest_Addresses_2017.gdb.[Forest County GIS Driveway Address Locations]",[u'Forest County Register of Deeds'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Forest_Addresses_2017.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/5E0C1FC4-2C09-42C0-8397-2EB4FED1D6E0/formatters/xml""}",5E0C1FC4-2C09-42C0-8397-2EB4FED1D6E0,Point,2018-01-04T22:37:05Z,Geodatabase,English,Dataset,"[u'Location', u'Street addresses']",Wisconsin Counties Open Data,2/16/17,2017,"[u'Forest County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-89.055899, -88.409087, 46.052683, 45.372888)","45.7127855,-88.732493",2017
E6934696-773A-4DCE-8355-B7076DD28F45,"Roads Bayfield County, Wisconsin 2016","This line data layer represents roads for Bayfield County in 2016. It is a feature class within the geodatabase, Bayfield_Roads_2016.gdb.",[u'Bayfield County Land Records Department'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Bayfield_Roads_2016.zip"",""http://schema.org/url"":""http://www.bayfieldcounty.org/892/GIS-and-Parcel-Data"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/E6934696-773A-4DCE-8355-B7076DD28F45/formatters/xml""}",E6934696-773A-4DCE-8355-B7076DD28F45,Line,2018-01-04T22:38:17Z,Geodatabase,English,Dataset,"[u'Transportation', u'Roads', u'Streets']",Wisconsin Counties Open Data,6/1/16,2016,"[u'Bayfield County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-91.557506, -90.749398, 47.003805, 46.154047)","46.578926,-91.153452",2016
A8E7CABF-8724-47EA-A5C5-AF82297A9825,"Buildings Douglas County, Wisconsin, 2013","This polygon data layer represents building footprints for Douglas County, Wisconsin in 2013.",[u'Douglas County Land Records Department'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Douglas_Buildings_2013.zip"",""http://schema.org/url"":""http://www.ci.superior.wi.us/474/Geospatial-Data-GIS"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/A8E7CABF-8724-47EA-A5C5-AF82297A9825/formatters/xml""}",A8E7CABF-8724-47EA-A5C5-AF82297A9825,Polygon,2018-01-04T22:36:55Z,Shapefile,English,Dataset,"[u'Structure', u'Buildings']",Wisconsin Counties Open Data,1/1/13,2013,"[u'Douglas County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-92.297637, -91.547693, 46.755225, 46.156873)","46.456049,-91.922665",2013
2A7FDE1F-7078-4D12-B097-0766CD4C9673,"Transportation Wood County, Wisconsin, YE2016","These line and polygon data layers represent roads and right of way for Wood County, Wisconsin at year-end 2016. They are feature classes within the geodatabase, Wood_Transportation_2016.gdb. The features included in this geodatabase are 'Wood_Roads_YE2016' and 'Wood_ROW_YE2016'.",[u'Wood County Land Information Office'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Wood_Transportation_YE2016.zip"",""http://schema.org/url"":""http://opendata.woodcogis.com/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/2A7FDE1F-7078-4D12-B097-0766CD4C9673/formatters/xml""}",2A7FDE1F-7078-4D12-B097-0766CD4C9673,Line,2018-01-04T22:39:53Z,Geodatabase,English,Dataset,"[u'Transportation', u'Roads', u'Streets', u'ROW', u'Right of Way']",Wisconsin Counties Open Data,3/28/17,2016,"[u'Wood County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-90.440619, -89.600668, 44.777004, 44.161511)","44.4692575,-90.0206435",2016
3B59477B-B696-4C18-9360-F084CBB2AD7E,"Addresses Calumet County, Wisconsin, 2015","This point data layer represents addresses for Calumet County, Wisconsin in 2015. [Site address points represent the location of site or service delivery addresses assigned by local governments.]",[u'Calumet County Land Information'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Calumet_Addresses_2015.zip"",""http://schema.org/url"":""http://calumetmaps.com/data.html"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/3B59477B-B696-4C18-9360-F084CBB2AD7E/formatters/xml""}",3B59477B-B696-4C18-9360-F084CBB2AD7E,Point,2018-01-04T22:40:21Z,Shapefile,English,Dataset,"[u'Location', u'Street addresses']",Wisconsin Counties Open Data,1/1/15,2015,"[u'Calumet County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-88.404757, -88.039019, 44.243921, 43.891301)","44.067611,-88.221888",2015
11022208-762A-46F9-B891-BE1B15E1B877,"Trails Fond du Lac County, Wisconsin 2016","This line data layer represents trails for Fond du Lac County, Wisconsin in 2016.",[u'Fond du Lac County Land Information                  Department'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Fond_du_Lac_Trails_2016.zip"",""http://schema.org/url"":""http://www.fdlco.wi.gov/departments/departments-f-m/land-information/data-download"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/11022208-762A-46F9-B891-BE1B15E1B877/formatters/xml""}",11022208-762A-46F9-B891-BE1B15E1B877,Line,2018-01-04T22:39:55Z,Shapefile,English,Dataset,"[u'Society', u'Transportation', u'Recreation', u'Trails']",Wisconsin Counties Open Data,6/1/16,2016,"[u'Fond du Lac County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-88.88647, -88.158539, 43.937631, 43.542525)","43.740078,-88.5225045",2016
fd063ce9-e51d-451d-9f55-9a745c02a2df,"Parcels Pierce County, Wisconsin, 2017","This is the final deliverable for the Version 3 Statewide Parcel Map Database Project (V3). This feature class represents a comprehensive, spatially referenced collection of parcel geometries as recognized by local-level governments within the State of Wisconsin (the feature class is aggregated from county level and municipal-level data). See the V3 Project Homepage for more detail on the parameters for how data was prepared and submitted to this project: http://www.sco.wisc.edu/parcels/submission/.Schema documentation can be found within this feature class metadata and here: http://www.sco.wisc.edu/parcels/data/assets/V3/V3_Wisconsin_Statewide_Parcels_Schema_Documentation.pdf.Change logand known issuescan be found here: http://www.sco.wisc.edu/parcels/data/assets/Wisconsin_Statewide_Parcels_Change_Log.pdf.",[u'Wisconsin Department of Administration'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Pierce_Parcels_2017.zip"",""http://schema.org/url"":""http://www.sco.wisc.edu/parcels/data/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/fd063ce9-e51d-451d-9f55-9a745c02a2df/formatters/xml""}",fd063ce9-e51d-451d-9f55-9a745c02a2df,Polygon,2018-01-04T22:37:27Z,Geodatabase,English,Dataset,"[u'Planning and Cadastral', u'Land ownership', u'Real property']",Wisconsin Counties Open Data,7/31/17,2017,"[u'Pierce County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-92.809573, -92.124647, 44.875483, 44.52532)","44.7004015,-92.46711",2017
95845C7C-37F5-4650-AB4E-C68E37BCA291,"Roads Buffalo County, Wisconsin, YE2016","This line data layer represents roads for Buffalo County, Wisconsin at year-end 2016. It is a feature class within the geodatabase, Buffalo_Roads_YE2016.gdb.[Road segments representing centerlines of all roadways and private access within Buffalo County. Typically, this information is compiled from orthoimagery or other aerial photography sources. This representation of the road centerlines support address geocoding and mapping. It also serves as a source for public works and other agencies that are responsible for the active management of the road network.]",[u'Buffalo County Land Information                  Department'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Buffalo_Roads_YE2016.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/95845C7C-37F5-4650-AB4E-C68E37BCA291/formatters/xml""}",95845C7C-37F5-4650-AB4E-C68E37BCA291,Line,2018-01-04T22:40:19Z,Geodatabase,English,Dataset,"[u'Transportation', u'Roads', u'Streets']",Wisconsin Counties Open Data,4/7/17,2016,"[u'Buffalo County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-92.028751, -91.527663, 44.596714, 44.064591)","44.3306525,-91.778207",2016
FB9917E3-CCD5-42AE-9DF5-51A50ACB0F8C,"Hydro (Polygon and Line) Bayfield County, Wisconsin, 2010","These polygon and line data layers represent hydrography for Bayfield County, Wisconsin in 2010. They are feature classes within the geodatabase Bayfield_HydroPoly_2010.gdb. [This shapefile includes all Simple Hydro Areas (SHAIDs) in the 1:24,000-scale Hydrography data model (Version 6). SHAIDS include hydrographic features only and do not contain islands or uplands. SHAIDs contain various descriptive attributes, including names and Water Body ID Codes (WBICs). The Wisconsin Department of Natural Resources (DNR) developed this statewide Hydrography geographic data layer from 1:24,000-scale sources. The 1:24K Hydrography database includes information about surface water features represented on the US Geological Survey's 1:24,000-scale topographic map series such as perennial and intermittent streams, lakes, and so on. A large portion of the DNR's Waterbody Identification Codes (WBICs) have been incorporated into the 24K Hydro layer, along with surface water names from the USGS Geographic Names Information System (GNIS) database. Wetlands delineations are NOT included in the 24K Hydro data layer. Following the initial release of the 24K Hydrography database in October of 2000, a series of data updates and enhancements have culminated in Version 6 of the 24K Hydro layer, which was completed in June 2007. Version 6 includes data enhancements and corrections.]",[u'Bayfield County Land Records Department'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Bayfield_Hydro_2010.zip"",""http://schema.org/url"":""http://www.bayfieldcounty.org/892/GIS-and-Parcel-Data"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/FB9917E3-CCD5-42AE-9DF5-51A50ACB0F8C/formatters/xml""}",FB9917E3-CCD5-42AE-9DF5-51A50ACB0F8C,Polygon,2018-01-04T22:39:52Z,Geodatabase,English,Dataset,"[u'Inland Waters', u'Hydrography']",Wisconsin Counties Open Data,3/23/17,2010,"[u'Bayfield County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-91.557506, -90.749398, 47.003805, 46.154047)","46.578926,-91.153452",2010
1E6ED4EB-50FE-42CA-B266-C17BCADDC401,"Zoning Wood County, Wisconsin 2016","This polygon data layer represents zoning as FEMA flood hazards for Wood County, Wisconsin in 2016. It is a feature class within the geodatabase, Wood_Zoning_2016.gdb.",[u'Wood County Land Information Office'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Wood_Zoning_2016.zip"",""http://schema.org/url"":""http://www.co.wood.wi.us/Departments/PZ/LandRecords.aspx"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/1E6ED4EB-50FE-42CA-B266-C17BCADDC401/formatters/xml""}",1E6ED4EB-50FE-42CA-B266-C17BCADDC401,Polygon,2018-01-04T22:38:58Z,Geodatabase,English,Dataset,"[u'Planning and Cadastral', u'Zoning']",Wisconsin Counties Open Data,7/7/16,2016,"[u'Wood County, Wisconsin, United States', u'Wisconsin, United States']","ENVELOPE(-90.320501, -89.722636, 44.685684, 44.247502)","44.466593,-90.0215685",2016
