"Dublin Core:Alternative Title","Dublin Core:Abstract","Dublin Core:Table Of Contents","Dublin Core:Date Available","Dublin Core:Date Created","Dublin Core:Date Accepted","Dublin Core:Date Copyrighted","Dublin Core:Date Submitted","Dublin Core:Date Issued","Dublin Core:Date Modified","Dublin Core:Date Valid","Dublin Core:Access Rights","Dublin Core:License","Dublin Core:Conforms To","Dublin Core:Has Format","Dublin Core:Has Part","Dublin Core:Has Version","Dublin Core:Is Format Of","Dublin Core:Is Part Of","Dublin Core:Is Referenced By","Dublin Core:Is Replaced By","Dublin Core:Is Required By","Dublin Core:Is Version Of","Dublin Core:References","Dublin Core:Replaces","Dublin Core:Requires","Dublin Core:Extent","Dublin Core:Medium","Dublin Core:Bibliographic Citation","Dublin Core:Spatial Coverage","Dublin Core:Temporal Coverage","Dublin Core:Accrual Method","Dublin Core:Accrual Periodicity","Dublin Core:Accrual Policy","Dublin Core:Audience","Dublin Core:Audience Education Level","Dublin Core:Mediator","Dublin Core:Instructional Method","Dublin Core:Provenance","Dublin Core:Rights Holder","Dublin Core:Title","Dublin Core:Subject","Dublin Core:Description","Dublin Core:Creator","Dublin Core:Source","Dublin Core:Publisher","Dublin Core:Date","Dublin Core:Contributor","Dublin Core:Rights","Dublin Core:Relation","Dublin Core:Format","Dublin Core:Language","Dublin Core:Type","Dublin Core:Identifier","Dublin Core:Coverage","Item Type Metadata:Text","Item Type Metadata:Interviewer","Item Type Metadata:Interviewee","Item Type Metadata:Location","Item Type Metadata:Transcription","Item Type Metadata:Local URL","Item Type Metadata:Original Format","Item Type Metadata:Physical Dimensions","Item Type Metadata:Duration","Item Type Metadata:Compression","Item Type Metadata:Producer","Item Type Metadata:Director","Item Type Metadata:Bit Rate/Frequency","Item Type Metadata:Time Summary","Item Type Metadata:Email Body","Item Type Metadata:Subject Line","Item Type Metadata:From","Item Type Metadata:To","Item Type Metadata:CC","Item Type Metadata:BCC","Item Type Metadata:Number of Attachments","Item Type Metadata:Standards","Item Type Metadata:Objectives","Item Type Metadata:Materials","Item Type Metadata:Lesson Plan Text","Item Type Metadata:URL","Item Type Metadata:Event Type","Item Type Metadata:Participants","Item Type Metadata:Birth Date","Item Type Metadata:Birthplace","Item Type Metadata:Death Date","Item Type Metadata:Occupation","Item Type Metadata:Biographical Text","Item Type Metadata:Bibliography","GeoBlacklight:Layer ID",GeoBlacklight:UUID,GeoBlacklight:Slug,"GeoBlacklight:Geometry Type","GeoBlacklight:Layer Modified Date","GeoBlacklight:Bounding Box",GeoBlacklight:Centroid,"GeoBlacklight:Solr Geometry","GeoBlacklight:Apache Solr Bounding Box","GeoBlacklight:Solr Year","GeoBlacklight:Information Page",GeoBlacklight:Thumbnail,"GeoBlacklight:Download File","GeoBlacklight:Esri Rest Service","GeoBlacklight:Web Map Service","GeoBlacklight:Open Index Map",tags,file,itemType,collection,public,featured
"Stocked Trout Waters (Flowing Waters)",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/Stocked_Trout_Waters201701.xml,"6254927: Pennsylvania (country, state, region,...), Pennsylvania, United States",2017,,,,,,,,"Penn State",,"Stocked Trout Waters (Flowing Waters): Pennsylvania",Biota,"Many streams, lakes, ponds, and reservoirs are officially classified as 'stocked trout waters.' This means that these waters contain significant portions that are open to public fishing and are stocked with trout. The waters in this layer are flowing waters (not lakes) classified as 'stocked trout waters' and these are open to trout harvest during the 'extended season' (see Commonwealth Inland Waters). Unlisted tributary streams (those not included in this list of 'approved trout waters') are not open to harvest of trout during the 'extended season.' Only approved trout waters and all waters downstream of approved trout waters are open during this period. Spearing fish is not permitted in any of these waters at any time of the year. These waters are closed to all fishing (including taking of minnows) from March 1 to 8 a.m. on the opening day of the trout season. A person shall be deemed to be fishing if he or she has in possession any fishing line, rod, or other device that can be used for fishing while on or in any water or on the banks within 25 feet of any water where fishing is prohibited. Check with the nearest Fish and Boat Commission office if there is any question about whether or not a water area is 'approved.'","Pennsylvania Fish and Boat Commission",,"Pennsylvania Fish and Boat Commission",,,Public,,Files,English,Dataset,4e1d6e11-3baf-433d-93c0-c0546c77f6e4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e1d6e11-3baf-433d-93c0-c0546c77f6e4,,Vector,,"-74.77885,39.72002,-80.51914,42.26426","40.99214,-77.648995",,,2017,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=963,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=963,,,,,,Dataset,"08a-01 PASDA",0,0
"Pennsylvania major rivers",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/pamajorrivers1996.xml,"6254927: Pennsylvania (country, state, region,...), Pennsylvania, United States",1996,,,,,,,,"Penn State",,"Major Rivers: Pennsylvania",Hydrology,"Major rivers as derived from Pennsylvania Dept. of Transportation's streams database, which is organized by county.","Environmental Resources Research Institute",,"The Pennsylvania State University",,,Public,,Files,English,Dataset,d4475120-a982-4a1a-89b8-77069d68accf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d4475120-a982-4a1a-89b8-77069d68accf,,Vector,,"-74.6879,39.71989,-80.5418,42.2695","40.994695,-77.61485",,,1996,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=94,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=94,,,,,,Dataset,"08a-01 PASDA",0,0
"Pennsylvania coal mined areas",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/pacoalminedareas.xml,"6254927: Pennsylvania (country, state, region,...), Pennsylvania, United States",1996,,,,,,,,"Penn State",,"Coal Mined Areas: Pennsylvania",Energy,"Location of mined areas, including surface and deep coal and non-coal mining. Data incomplete, areas not mapped when screened at small scales during low level radioactive waste siting analysis.","Environmental Resources Research Institute",,"The Pennsylvania State University",,,Public,,Files,English,Dataset,badd05f6-3684-4a31-8b4d-9c568d3ab6ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,badd05f6-3684-4a31-8b4d-9c568d3ab6ee,,Vector,,"-74.617,39.693,-80.5181,42.234","40.9635,-77.56755",,,1996,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=91,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=91,,,,,,Dataset,"08a-01 PASDA",0,0
"Late Wisconsinan Glacial Border 1:500,000",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/pags_glacier5k.xml,"6254927: Pennsylvania (country, state, region,...), Pennsylvania, United States",1995,,,,,,,,"Penn State",,"Late Wisconsinan Glacial Border 1:500,000","Geoscientific Information","Late in 1994, the Pennsylvania Bureau of Topographic and Geologic Survey was asked to develop a digital physiographic provinces map at 1:100,000 scale. The then-available physiographic provinces map was compiled by the Survey at 1:500,000 scale and published at 1:2,000,000 scale in 1989. A new physiographic provinces map was recompiled on county 1:50,000-scale topographic maps having 20-foot contour intervals. Boundaries based primarily on geology were positioned using published geological maps. Most boundaries were positioned by topographic interpretation. The use of a 20-foot contour interval (a 200-foot interval was used in 1989) resulted in the repositioning of some boundaries. New scale-enhanced understanding of topographic/geologic patterns in the Appalachian Plateaus province resulted in the creation of three new sections and the revision of other section boundaries. The new compilation was reduced 50 percent and transferred to 1:100,000-scale mylar base maps. The province and section boundaries and the late Wisconsinan glacial border were digitized from the mylars, edgematched, assembled into a single dataset, and attributed with physiographic province and section names using UNIX-based Arc/Info. The late Wisconsinan glacial border, which coincides with province and section boundaries in some places, was copied to a separate dataset and removed from the dataset containing the province and section boundaries. There are two datasets for the late Wisconsinan glacial border and the physiographic province and section boundaries. The original datasets are accurate at 1:100,000 scale. The other datasets have been generalized to 1:500,000-scale accuracy for more regional work. A companion dataset consisting of the state and county boundaries of Pennsylvania was compiled from the U.S. Geological Survey (USGS) 1:100,000-scale digital-line-graph (DLG) files for boundaries. The dataset has been attributed with the county names.","Pennsylvania Bureau of Topographic and Geologic Survey, Dept. of Conservation and Natural Resources",,"Pennsylvania Department of Conservation and Natural Resources",,,Public,,Files,English,Dataset,ce0aeb79-3aaa-4e62-9574-161a365b4b4a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ce0aeb79-3aaa-4e62-9574-161a365b4b4a,,Vector,,"-74.6899,39.71955,-80.51964,42.26982","40.994685,-77.60477",,,1995,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=294,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=294,,,,,,Dataset,"08a-01 PASDA",0,0
"Late Wisconsinan Glacial Border 1:100,000",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/pags_glacier1k.xml,"6254927: Pennsylvania (country, state, region,...), Pennsylvania, United States",1995,,,,,,,,"Penn State",,"Late Wisconsinan Glacial Border 1:100,000","Geoscientific Information","Late in 1994, the Pennsylvania Bureau of Topographic and Geologic Survey was asked to develop a digital physiographic provinces map at 1:100,000 scale. The then-available physiographic provinces map was compiled by the Survey at 1:500,000 scale and published at 1:2,000,000 scale in 1989. A new physiographic provinces map was recompiled on county 1:50,000-scale topographic maps having 20-foot contour intervals. Boundaries based primarily on geology were positioned using published geological maps. Most boundaries were positioned by topographic interpretation. The use of a 20-foot contour interval (a 200-foot interval was used in 1989) resulted in the repositioning of some boundaries. New scale-enhanced understanding of topographic/geologic patterns in the Appalachian Plateaus province resulted in the creation of three new sections and the revision of other section boundaries. The new compilation was reduced 50 percent and transferred to 1:100,000-scale mylar base maps. The province and section boundaries and the late Wisconsinan glacial border were digitized from the mylars, edgematched, assembled into a single dataset, and attributed with physiographic province and section names using UNIX-based Arc/Info. The late Wisconsinan glacial border, which coincides with province and section boundaries in some places, was copied to a separate dataset and removed from the dataset containing the province and section boundaries. There are two datasets for the late Wisconsinan glacial border and the physiographic province and section boundaries. The original datasets are accurate at 1:100,000 scale. The other datasets have been generalized to 1:500,000-scale accuracy for more regional work. A companion dataset consisting of the state and county boundaries of Pennsylvania was compiled from the U.S. Geological Survey (USGS) 1:100,000-scale digital-line-graph (DLG) files for boundaries. The dataset has been attributed with the county names.","Pennsylvania Bureau of Topographic and Geologic Survey, Dept. of Conservation and Natural Resources",,"Pennsylvania Department of Conservation and Natural Resources",,,Public,,Files,English,Dataset,c6cd7924-f726-4dbd-b5f8-31529ec2be15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c6cd7924-f726-4dbd-b5f8-31529ec2be15,,Vector,,"-74.6899,39.71955,-80.51964,42.26982","40.994685,-77.60477",,,1995,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=293,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=293,,,,,,Dataset,"08a-01 PASDA",0,0
"Physiographic Provinces 1:500,000",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/pags_physprov5k.xml,"6254927: Pennsylvania (country, state, region,...), Pennsylvania, United States",1995,,,,,,,,"Penn State",,"Physiographic Provinces 1:500,000: Pennsylvania","Geoscientific Information","Late in 1994, the Pennsylvania Bureau of Topographic and Geologic Survey was asked to develop a digital physiographic provinces map at 1:100,000 scale. The then-available physiographic provinces map was compiled by the Survey at 1:500,000 scale and published at 1:2,000,000 scale in 1989. A new physiographic provinces map was recompiled on county 1:50,000-scale topographic maps having 20-foot contour intervals. Boundaries based primarily on geology were positioned using published geological maps. Most boundaries were positioned by topographic interpretation. The use of a 20-foot contour interval (a 200-foot interval was used in 1989) resulted in the repositioning of some boundaries. New scale-enhanced understanding of topographic/geologic patterns in the Appalachian Plateaus province resulted in the creation of three new sections and the revision of other section boundaries. The new compilation was reduced 50 percent and transferred to 1:100,000-scale mylar base maps. The province and section boundaries and the late Wisconsinan glacial border were digitized from the mylars, edgematched, assembled into a single dataset, and attributed with physiographic province and section names using UNIX-based Arc/Info. The late Wisconsinan glacial border, which coincides with province and section boundaries in some places, was copied to a separate dataset and removed from the dataset containing the province and section boundaries. There are two datasets for the late Wisconsinan glacial border and the physiographic province and section boundaries. The original datasets are accurate at 1:100,000 scale. The other datasets have been generalized to 1:500,000-scale accuracy for more regional work. A companion dataset consisting of the state and county boundaries of Pennsylvania was compiled from the U.S. Geological Survey (USGS) 1:100,000-scale digital-line-graph (DLG) files for boundaries. The dataset has been attributed with the county names.","Pennsylvania Bureau of Topographic and Geologic Survey, Dept. of Conservation and Natural Resources",,"Pennsylvania Department of Conservation and Natural Resources",,,Public,,Files,English,Dataset,8b0c6d80-28c5-464c-8b8a-195d75a8598a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8b0c6d80-28c5-464c-8b8a-195d75a8598a,,Vector,,"-74.617,39.693,-80.5181,42.234","40.9635,-77.56755",,,1995,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=1159,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=1159,,,,,,Dataset,"08a-01 PASDA",0,0
"Delaware Water Gap landuse",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/delgap_landuse.xml,"4142224: Delaware (country, state, region,...), Delaware, United States",2000,,,,,,,,"Penn State",,"Delaware Water Gap Landuse: Pennsylvania",Environment,"Landuse for the Delaware Water Gap and Surrounding watersheds and tributaries","US Geological Survey (USGS)",,"U S Geological Survey",,,Public,,Files,English,Dataset,5a82c996-c1f2-425e-89cd-b9853b9d8908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5a82c996-c1f2-425e-89cd-b9853b9d8908,,Vector,,"-65.995867,56.129195,-67.35379,56.856312","56.4927535,-66.6748285",,,2000,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=232,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=232,,,,,,Dataset,"08a-01 PASDA",0,0
"Keep Pennsylvania Beautiful - Illegal Dump Surveys - points",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/KeepPennsylvaniaBeautifulIllegalDumpSurveys201107.xml,"6254927: Pennsylvania (country, state, region,...), Pennsylvania, United States",2011,,,,,,,,"Penn State",,"Keep Pennsylvania Beautiful - Illegal Dump Surveys - points: Pennsylvania",Environment,"Keep Pennsylvania Beautiful illegal dump surveys educate state, county and local officials, as well as citizens, about the problem of illegal dumping and provide valuable data about the dumpsites and the community in which they reside. Illegal dumping mostly occurs in remote and secluded places, rural areas where few persons live, and the roads are less traveled. However, for many people who are residents of an urban area, an illegal dump is often within a one-mile radius of their home. Overall, very few people are aware of the widespread problem of illegal dumping in Pennsylvania.","Keep Pennsylvania Beautiful",,"Keep Pennsylvania Beautiful",,,Public,,Files,English,Dataset,7c6df363-e652-446b-840d-70c1cba48e60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7c6df363-e652-446b-840d-70c1cba48e60,,Vector,,"-79.49773,40.83879,-80.51931,42.26042","41.549605,-80.00852",,,2011,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=1291,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=1291,,,,,,Dataset,"08a-01 PASDA",0,0
"Keep Pennsylvania Beautiful - Illegal Dump Surveys - points",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/KeepPennsylvaniaBeautifulIllegalDumpSurveys201008.xml,"6254927: Pennsylvania (country, state, region,...), Pennsylvania, United States",2010,,,,,,,,"Penn State",,"Keep Pennsylvania Beautiful - Illegal Dump Surveys - points: Pennsylvania",Environment,"Keep Pennsylvania Beautiful illegal dump surveys educate state, county and local officials, as well as citizens, about the problem of illegal dumping and provide valuable data about the dumpsites and the community in which they reside. Illegal dumping mostly occurs in remote and secluded places, rural areas where few persons live, and the roads are less traveled. However, for many people who are residents of an urban area, an illegal dump is often within a one-mile radius of their home. Overall, very few people are aware of the widespread problem of illegal dumping in Pennsylvania.","Keep Pennsylvania Beautiful",,"Keep Pennsylvania Beautiful",,,Public,,Files,English,Dataset,f402e416-4871-43c9-a73f-813ac782a36e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f402e416-4871-43c9-a73f-813ac782a36e,,Vector,,"-79.49773,40.83879,-80.51931,42.26042","41.549605,-80.00852",,,2010,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=1290,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=1290,,,,,,Dataset,"08a-01 PASDA",0,0
"Keep Pennsylvania Beautiful - Illegal Dump Surveys - points",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/KeepPennsylvaniaBeautifulIllegalDumpSurveys.xml,"6254927: Pennsylvania (country, state, region,...), Pennsylvania, United States",2009,,,,,,,,"Penn State",,"Keep Pennsylvania Beautiful - Illegal Dump Surveys - points: Pennsylvania",Environment,"Keep Pennsylvania Beautiful illegal dump surveys educate state, county and local officials, as well as citizens, about the problem of illegal dumping and provide valuable data about the dumpsites and the community in which they reside. Illegal dumping mostly occurs in remote and secluded places, rural areas where few persons live, and the roads are less traveled. However, for many people who are residents of an urban area, an illegal dump is often within a one-mile radius of their home. Overall, very few people are aware of the widespread problem of illegal dumping in Pennsylvania.","Keep Pennsylvania Beautiful",,"Keep Pennsylvania Beautiful",,,Public,,Files,English,Dataset,bfc3e131-f4eb-481f-9c8d-4f72c4b7a20d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bfc3e131-f4eb-481f-9c8d-4f72c4b7a20d,,Vector,,"-79.49773,40.83879,-80.51931,42.26042","41.549605,-80.00852",,,2009,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=1281,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=1281,,,,,,Dataset,"08a-01 PASDA",0,0
"Isolines for the 30-Year Precipitation dataset (1971-2000) for the Susquehanna River Basin",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/precip_iso_SRBC.xml,"5218619: Susquehanna River (stream, lake, ...), Pennsylvania, United States",2006,,,,,,,,"Penn State",,"Isolines for the 30-Year Precipitation dataset (1971-2000) for the Susquehanna River Basin","Climatology, Meteorology and Atmosphere","Isoline shapefile created from the 1971-2000 precipitation raster dataset from the Spatial Climate Analysis Service, Oregon State University. This file should be used in conjunction with the 30 Year Precipitation dataset (1971-2000) for the Susquehanna River Basin (2006 boundary). The attribute field for inches has been interpolated from the raster's GRIDCODE field. The inch values should be viewed as approximate. The conversion is listed in the Entity Attribute Overview section of the document. This section also lists the correct conversion for the 30 Year Precipitation dataset (1971-2000) for the Susquehanna River Basin.","Susquehanna River Basin Commission (SRBC)",,"Susquehanna River Basin Commission SRBC",,,Public,,Files,English,Dataset,858bb12a-424f-4014-a1bf-6ef4e3e6434f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858bb12a-424f-4014-a1bf-6ef4e3e6434f,,Vector,,"-74.56517,39.532657,-78.934015,42.956439","41.244548,-76.7495925",,,2006,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=503,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=503,,,,,,Dataset,"08a-01 PASDA",0,0
"Pennsylvania 3.75-minute quarter quadrangle boundary",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/paquarterquads2003.xml,"6254927: Pennsylvania (country, state, region,...), Pennsylvania, United States",2003,,,,,,,,"Penn State",,"3.75-Minute Quarter Quadrangle Boundary: Pennsylvania",Boundaries,"Index of USGS quarter-quadrangles (3.75 minute) covering Pennsylvania. The polygons are attributed with information pertaining to the USGS/PaGS Digital Orthophoto Quarter-Quad (DOQQ) imagery collection available for download through PASDA. Including dates of image acquisition for the complete NAPP II imagery collection (1993-1995) and imagery available as of April 2003 from the NAPP III collection (1999- ).","Pennsylvania Spatial Data Access",,"The Pennsylvania State University",,,Public,,Files,English,Dataset,0911567c-1be6-4dc1-8f2e-24102956f38f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0911567c-1be6-4dc1-8f2e-24102956f38f,,Vector,,"-74.624606,39.687579,-80.562306,42.312558","41.0000685,-77.593456",,,2003,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=44,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=44,,,,,,Dataset,"08a-01 PASDA",0,0
"National Agricultural Imagery Program (NAIP) - quarter-quadrangle index",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/NAIPQQIndex.xml,"6252001: United States of America (country, state, region,...), United States",2006,,,,,,,,"Penn State",,"National Agricultural Imagery Program (NAIP) - quarter-quadrangle index",Boundaries,"Index of USGS quarter-quadrangles (3.75 minute) covering Pennsylvania used for 2004 National Agricultural Imagery program (NAIP) images. The polygons are attributed with information pertaining to USGS quadrangle names and quarter-quad designations. The polygons are also attributed with the initial identifying portion of the 2004 NAIP image file names.","PAMAP Program, Bureau of Topographic and Geologic Survey, PA Department of Conservation and Natural Resources",,"U S Department of Agriculture",,,Public,,Files,English,Dataset,d65bc0e1-6d22-4215-8f34-1840e5bd7bc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d65bc0e1-6d22-4215-8f34-1840e5bd7bc1,,Vector,,"-74.624606,39.687579,-80.562306,42.312558","41.0000685,-77.593456",,,2006,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=481,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=481,,,,,,Dataset,"08a-01 PASDA",0,0
"Allegheny County - Floodplain",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/AlleghenyCounty_Floodplain2000.xml,"5178040: Allegheny County (country, state, region,...), Pennsylvania, United States",2000,,,,,,,,"Penn State",,"Floodplain: Allegheny County, Pennsylvania","Geoscientific Information","In an effort to expedite the permit review process for Water Obstruction and Encroachment Applications, the Pennsylvania Department of Environmental Protection initiated a plan to replace hard-copy maps with digital GIS sets. The project is referred to as the 105 Spatial Data System (105SDS) Pennsylvania river floodplains and coastal floodplains are two of many spatial data sets that were used in the 105SDS project. As a result of work completed by Law Environmental, Inc. on the statewide low-level radioactive waste siting project, DEP received two coverages depicting river and coastal floodplains. However, due to the process used in constructing these data sets, there were many areas throughout the state in which floodplains were not digitized. The primary purpose of this task was to complete the digital floodplain mapping in these areas. Purpose:INTENDED USE OF DATA; Created to do permit reviews for Water Obstruction and Encroachment Applications. LIMITATIONS OF DATA; Due to the nature of transferring the floodplains from the Federal Emergency Management Agency maps to plotted 1:24000 scale maps this coverage should be considered to be the 'best representation' of the data but not as accurate as, for example, a map of Global Positioning System's floodplain coordinates","Allegheny County Division of Computer Services Geographic Information Systems Group",,"Allegheny County",,,Public,,Files,English,Dataset,5653821d-ba27-4a7b-961f-85e10ee3c3c8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5653821d-ba27-4a7b-961f-85e10ee3c3c8,,Vector,,"-79.67595,40.185105,-80.362619,40.681905","40.433505,-80.0192845",,,2000,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=1201,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=1201,,,,,,Dataset,"08a-01 PASDA",0,0
"Floodplains of Pennsylvania",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/errifloodplains1996.xml,"6254927: Pennsylvania (country, state, region,...), Pennsylvania, United States",1996,,,,,,,,"Penn State",,"Floodplains of Pennsylvania",Hydrology,"In an effort to expedite the permit review process for Water Obstruction and Encroachment Applications, the Pennsylvania Department of Environmental Protection has initiated a plan to replace hard-copy maps with digital GIS sets. The project is referred to as the 105 Spatial Data System /8105SDS/9 Pennsylvania river floodplains and coastal floodplains are two of many spatial data sets that were used in the 105SDS project. As a result of work completed by Law Environmental, Inc. on the statewide low-level radioactive waste siting project, DEP received two coverages depicting river and coastal floodplains. However, due to the process used in constructing these data sets, there were many areas throughout the state in which floodplains were not digitized. The primary purpose of this task was to complete the digital floodplain mapping in these areas.","Office of Remote Sensing for Earth Resources, Penn State University",,"The Pennsylvania State University",,,Public,,Files,English,Dataset,ce7496a9-7a58-4ae5-aa19-a99c605952cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ce7496a9-7a58-4ae5-aa19-a99c605952cc,,Vector,,"-74.690014,39.719891,-80.519585,42.263659","40.991775,-77.6047995",,,1996,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=11,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=11,,,,,,Dataset,"08a-01 PASDA",0,0
