dc_identifier_s,dc_title_s,dc_description_s,dc_rights_s,dc_format_s,dc_language_s,dc_type_s,dc_publisher_sm,dc_subject_sm,dc_publisher_sm__002,dc_creator_sm,dct_provenance_s,dct_references_s,dct_isPartOf_sm,dct_spatial_sm__001|dct_spatial_sm__002|dct_spatial_sm__003|dct_spatial_sm__004|dct_spatial_sm__005|dct_spatial_sm__006|dct_spatial_sm__007|dct_spatial_sm__008|dct_spatial_sm__009|dct_spatial_sm__010,dc_relation_sm,dct_temporal_sm__001,layer_slug_s,layer_geom_type_s,layer_modified_dt,thumbnail_path_ss,centroid_s,solr_geom,solr_year_i
af809641-d072-43c6-93c7-0e69d90e3570,State of Indiana,"Title in lower right margin: Indiana, base map. Scale 1:500,000. 1 in. equals approximately 8 miles; Lambert conformal conic projection",Public,JPEG,English,Image,The Survey,Outline maps,,,Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00137"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00137""}",Indiana Historic Maps,"Indiana, United States",http://sws.geonames.org/4921868,1961,af809641-d072-43c6-93c7-0e69d90e3570,Paper Map,2017-12-8T14:40:0Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00137,"39.805,-86.43","ENVELOPE(-88.11, -84.75, 41.75, 37.86)",1961
88333a18-b08e-4b84-a106-bef998323b26,"Outline map of Porter County, Indiana.","Includes text and illustrations. Scale 1:126,720. 1/2 of 1 inch to 1 mile.",Public,JPEG,English,Image,State Bank of Valparaiso,Outline,,,Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00344"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00344""}",Indiana Historic Maps,"Porter County, Indiana, United States|Indiana, United States",http://sws.geonames.org/4925020|http://sws.geonames.org/4921868,1906,88333a18-b08e-4b84-a106-bef998323b26,Paper Map,2017-12-8T14:40:0Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00344,"41.48005,-87.06005","ENVELOPE(-87.21, -86.9101, 41.7501, 41.21)",1906
9ca9f47d-0b93-410a-a9f4-2ff5f6ed07f8,"Indiana, index base map","Blue line print.; ""March 1978.""; Hand annotated in red ink to show High altitude photography (HAP) sectors for photography in 1977 and 1979 with notation ""flight height 40,000'.""InU Scale approximately 1:1,000,000.",Public,JPEG,English,Image,The Center,"Index maps, Aerial photographs",,,Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00378"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00378""}",Indiana Historic Maps,"Indiana, United States",http://sws.geonames.org/4921868,1979?,9ca9f47d-0b93-410a-a9f4-2ff5f6ed07f8,Paper Map,2017-12-8T14:40:1Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00378,"39.805,-86.43","ENVELOPE(-88.11, -84.75, 41.75, 37.86)",1979
630e1472-3593-427b-990a-964b5720f501,Monroe Lake,"Xerographic copy.; Relief shown by contours and spot heights.; ""1986.""; Map created from US Geological Survey topographic quadrangles for Clear Creek, Ind., Allens Creek, Ind., Elkinsville, Ind., and Bartlettsville, Ind.; Shows boat ramps and state recreation areas. Scale 1:24,000.",Public,JPEG,English,Image,The Division,Bathymetric Thematic maps,,,Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00240"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00240""}",Indiana Historic Maps,"Monroe Lake, Indiana, United States|Indiana, United States",http://sws.geonames.org/4261531|http://sws.geonames.org/4921868,1986,630e1472-3593-427b-990a-964b5720f501,Paper Map,2017-12-8T14:40:1Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00240,"39.04,-86.42","ENVELOPE(-86.53, -86.31, 39.1, 38.98)",1986
844957eb-ded3-4af5-be27-58f0515df5fb,"Map of Geist Reservoir, showing depth contours, Marion and Hamilton County","Black line print.; Relief shown by contours.; ""Map adapted from a map furnished by the Indianapolis Water Company.""; ""1959."" Scale approximately 1:13,000",Public,JPEG,English,Image,The Division,Bathymetric maps,,,Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00169"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00169""}",Indiana Historic Maps,"Geist Reservoir, Indiana, United States|Indiana, United States",http://sws.geonames.org/4257892|http://sws.geonames.org/4921868,1959,844957eb-ded3-4af5-be27-58f0515df5fb,Paper Map,2017-12-8T14:40:1Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00169,"39.91505,-85.93","ENVELOPE(-85.98, -85.88, 39.95, 39.8801)",1959
32741ce3-b377-4b42-969c-f8cb3ebef419,"A bird's eye view of one of the new communities at Harmony in the State of Indiana, North America,: an association of two thousand persons formed upon the principles advocated by Robert Owen.","Facsimile.; ""Reproduced ... from the original in the Library of Congress.; ""This is number 15 of an edition limited to 500 copies.""; Perspective map. Not drawn to scale.",Public,JPEG,English,Image,Historic Urban Plans,Aerial views|Pictorial Thematic maps,,"Whitwell,  Stedman, cartographer.",Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00297"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00297""}",Indiana Historic Maps,"New Harmony, Indiana, United States|Indiana, United States",http://sws.geonames.org/4262092|http://sws.geonames.org/4921868,1825|1968,32741ce3-b377-4b42-969c-f8cb3ebef419,Paper Map,2017-12-8T14:40:1Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00297,"38.12,-87.92","ENVELOPE(-87.93, -87.91, 38.13, 38.11)",1825
e63b64e6-ed2a-499d-a22e-24f7c1a4e7b4,View of Indianapolis,"Panorama.; Shows ""view of Indianapolis from the top of the Asylum for the Blind.""; ""Though credited ... as being 'drawn from nature' by E. Sachse, there is evidence that this view was actually done by James T. Palmatary, who is designated only as publisher""--Map verso.; Facsimile.; Includes drawings of prominent buildings and views of building facades along ""Washington Street North East"" and ""Washington Street South East"" surrounding the view. Not drawn to scale",Public,JPEG,English,Image,Indiana Historical Society,Aerial views|Pictorial maps,,"Palmatary,  J. T.(James T.), cartographer.",Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00275"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00275""}",Indiana Historic Maps,"Indianapolis, Indiana, United States|Indiana, United States",http://sws.geonames.org/4259418|http://sws.geonames.org/4921868,1998,e63b64e6-ed2a-499d-a22e-24f7c1a4e7b4,Paper Map,2017-12-8T14:40:1Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00275,"39.7601,-86.12005","ENVELOPE(-86.3101, -85.93, 39.9101, 39.6101)",1998
07114a2b-bf79-4556-9009-6150ccfceb66,"Bird's eye view of the city of Fort Wayne, Indiana 1868",Bird's-eye view.; Facsimile.; Includes illustrations and index to points of interest. Scale not given.,Public,JPEG,English,Image,Allen County-Fort Wayne Historical Society,Aerial views,,"Ruger,  A., cartographer.",Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00014"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00014""}",Indiana Historic Maps,"Fort Wayne, Indiana, United States|Indiana, United States",http://sws.geonames.org/4920423|http://sws.geonames.org/4921868,1981,07114a2b-bf79-4556-9009-6150ccfceb66,Paper Map,2017-12-8T14:40:1Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00014,"41.0651,-85.14005","ENVELOPE(-85.3, -84.9801, 41.1801, 40.9501)",1981
29f52fdb-4714-42db-8791-6da41acdb133,Topographic map of Indiana University,"Blue line print.; ""Date of photography March 1961.""; ""Date of mapping May 1961."" Scale 1:1,200. 1 inch = 100 feet.",Public,JPEG,English,Image,Indiana Univ. Physical Plant,Topographic maps,,,Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00178"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00178""}",Indiana Historic Maps,"Indiana, United States",http://sws.geonames.org/4921868,1961?,29f52fdb-4714-42db-8791-6da41acdb133,Paper Map,2017-12-8T14:40:2Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00178,"39.16,-86.52","ENVELOPE(-86.58, -86.46, 39.21, 39.11)",1961
a8f928e3-c4f4-40f2-8546-dd9e1097020d,State of Indiana,"""Compiled from official records of the General Land Office, U.S. Geological Survey and other sources under the direction of I.P. Berthrong.""; Prime meridians: Greenwich and Washington. Scale 1:760,320. 1 inch = 12 statute miles",Public,JPEG,English,Image,General Land Office :,Outline maps,Eckert Lithographing Co. printer,"Dinsmore,  A. F., cartographer.",Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00076"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00076""}",Indiana Historic Maps,"Indiana, United States",http://sws.geonames.org/4921868,1916,a8f928e3-c4f4-40f2-8546-dd9e1097020d,Paper Map,2017-12-8T14:40:2Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00076,"39.755,-86.445","ENVELOPE(-88.11, -84.78, 41.75, 37.76)",1916
3a97bbce-24aa-4d2d-bd93-3f7d62f46109,"Water works distribution system map of the southern part of Danville, Hendricks County, Indiana","Blue line print.; Includes index of ""References and descriptions of the location of gate valves."" Scale 1:1,200. 1""=100'.",Public,JPEG,English,Image,Stanley M. Shartle?,Thematic maps|Watersheds|Water utilities,,"Shartle,  Stanley Musgrave, cartographer.",Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00611"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00611""}",Indiana Historic Maps,"Danville, Indiana, United States|Hendricks County, Indiana, United States|Indiana, United States",http://sws.geonames.org/4256447|http://sws.geonames.org/4258778|http://sws.geonames.org/4921868,1947,3a97bbce-24aa-4d2d-bd93-3f7d62f46109,Paper Map,2017-12-8T14:40:2Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00611,"39.74505,-86.5","ENVELOPE(-86.55, -86.45, 39.78, 39.7101)",1947
3d1b635a-e287-41ad-9b47-f9cd6910b0ee,Drainage basins of the Indian Creek Karst Valley Area,"Blue line print.; ""Rlp-1970.""; Base map from USGS 7.5 minute topographic quadrangles, 1964. Scale approximately 1:12,000.",Public,JPEG,English,Image,publisher not identified,Thematic maps|Watersheds|Karst,,"Powell,  Richard L., cartographer.",Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00338"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00338""}",Indiana Historic Maps,"Van Buren, Indiana, United States|Monroe County, Indiana, United States|Indiana, United States",http://sws.geonames.org/4927554|http://sws.geonames.org/4261526|http://sws.geonames.org/4921868,1970?,3d1b635a-e287-41ad-9b47-f9cd6910b0ee,Paper Map,2017-12-8T14:40:3Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00338,"39.12505,-86.645","ENVELOPE(-86.66, -86.63, 39.1501, 39.1)",1970
e4c1f506-d23d-4491-96de-9848a6c62601,Water quality management plan: planning areas and segment classifications,"Blue line print.; Includes index to planning area and segment names. Scale approximately 1:500,000",Public,JPEG,English,Image,The Board?,Thematic maps|Watersheds,,,Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00358"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00358""}",Indiana Historic Maps,"Indiana, United States",http://sws.geonames.org/4921868,1973?,e4c1f506-d23d-4491-96de-9848a6c62601,Paper Map,2017-12-8T14:40:3Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00358,"39.805,-86.43","ENVELOPE(-88.11, -84.75, 41.75, 37.86)",1973
a3130017-8805-46c2-ae29-98b52b0dda76,Drainage basins: [Indiana],"Blueprint.; Shows major drainage basins of Indiana with major rivers, counties and cities. Scale approximately 1:500,000",Public,JPEG,English,Image,The Board,Thematic maps|Watersheds,,,Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00284"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00284""}",Indiana Historic Maps,"Indiana, United States",http://sws.geonames.org/4921868,1936,a3130017-8805-46c2-ae29-98b52b0dda76,Paper Map,2017-12-8T14:40:3Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00284,"39.805,-86.43","ENVELOPE(-88.11, -84.75, 41.75, 37.86)",1936
fc1dafc1-45f6-44c6-b9b0-a24d62ce4823,Map of territory served by operating subsidiary companies of the Midland Utilities Company,"Shows an area from Chicago on the west to Upper Sandusky, Ohio on the east, and Coldwater, Michigan on the north to New Castle, Indiana on the south. Scale not given.",Public,JPEG,English,Image,Poor's Pub. Co.,Thematic maps|Utilities and Communication,,,Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00262"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00262""}",Indiana Historic Maps,"State of Ohio, Ohio, United States|Indiana, United States",http://sws.geonames.org/5165418|http://sws.geonames.org/4921868,1927,fc1dafc1-45f6-44c6-b9b0-a24d62ce4823,Paper Map,2017-12-8T14:40:3Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00262,"40.975,-85.545","ENVELOPE(-87.56, -83.53, 41.95, 40)",1927
9307c28f-ea89-4501-8eee-1b43bbeb992e,"Dyer School Urban Renewal Area no. 1, Ind. R-30: composite map","Blue line print.; ""Drawn by J.B., checked by D.A.H., approved by C.M.C.""; ""Revised Aug. 1964."" Scale 1:600. 1"" = 50'.",Public,JPEG,English,Image,The Dept.?,Thematic maps|Urban renewal|Sewerage,,,Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00223"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00223""}",Indiana Historic Maps,"Bloomington, Indiana, United States|Indiana, United States",http://sws.geonames.org/4254679|http://sws.geonames.org/4921868,1964?,9307c28f-ea89-4501-8eee-1b43bbeb992e,Paper Map,2017-12-8T14:40:3Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00223,"39.195,-86.21505","ENVELOPE(-86.2301, -86.2, 39.21, 39.18)",1964
a12b695a-605c-4619-84c1-0bac55ad2334,Traffic flow: [Indiana],"Blueprint.; ""1936."" Scale approximately 1:500,000",Public,JPEG,English,Image,The Board,Thematic maps|Traffic|Traffic flow,,,Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00400"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00400""}",Indiana Historic Maps,"Indiana, United States",http://sws.geonames.org/4921868,1936,a12b695a-605c-4619-84c1-0bac55ad2334,Paper Map,2017-12-8T14:40:3Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00400,"39.805,-86.43","ENVELOPE(-88.11, -84.75, 41.75, 37.86)",1936
5322c100-7fab-47cd-8f74-a4b1eb007d56,"Off-campus housing, percent of residences occupied by students: [Indiana University, Bloomington]","""10/60.""; Black and colored pencil and red and blue ink. Scale 1:3,960. 1"" = 330'.",Public,JPEG,English,Image,,Thematic maps|Student housing,,"Whippo,  Paul D., cartographer.",Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00048"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00048""}",Indiana Historic Maps,"Bloomington, Indiana, United States|Indiana, United States",http://sws.geonames.org/4254679|http://sws.geonames.org/4921868,1960,5322c100-7fab-47cd-8f74-a4b1eb007d56,Paper Map,2017-12-8T14:40:4Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00048,"39.155,-86.50505","ENVELOPE(-86.5101, -86.5, 39.16, 39.15)",1960
985ec5e6-98db-441c-99ce-d45e8708feee,"[Soil map, Salt Creek Township].","Title in manuscript on upper edge of map.; Glossy photograph on photographic paper.; Appears to be photographic enlargement made by James Edward Wrathall for his 1954 master's thesis of the Salt Creek Township portion of the Monroe County Indiana soil map. Scale approximately 1:25,000.",Public,JPEG,English,Image,Indiana University,Thematic maps|Soils,,,Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00647"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00647""}",Indiana Historic Maps,"Salt Creek Township, Indiana, United States|Monroe County, Indiana, United States|Indiana, United States",http://sws.geonames.org/4264379|http://sws.geonames.org/4261526|http://sws.geonames.org/4921868,1954?,985ec5e6-98db-441c-99ce-d45e8708feee,Paper Map,2017-12-8T14:40:4Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00647,"39.1051,-86.40505","ENVELOPE(-86.4501, -86.36, 39.1501, 39.0601)",1954
5a639155-891d-4c57-8511-7d34de0eb68a,Soil map Delaware County sheet Indiana,"Shows soil types classification by colors and symbols.; ""Field operations Bureau of Soils 1913.""; ""A. Hoen & Co Lith Baltimore, Md."" Scale 1:63,360. 1 inch = 1 mile.",Public,JPEG,English,Image,The Bureau,Thematic maps|Soils,,"Hurst,  Lewis A.(Lewis Alexander), 1874-cartographer.",Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00642"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00642""}",Indiana Historic Maps,"Delaware County, Indiana, United States|Indiana, United States",http://sws.geonames.org/4919615|http://sws.geonames.org/4921868,1913?,5a639155-891d-4c57-8511-7d34de0eb68a,Paper Map,2017-12-8T14:40:4Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00642,"40.23,-85.395","ENVELOPE(-85.58, -85.21, 40.38, 40.08)",1913
4325d886-7390-422b-b672-0013f14d9634,"Soil map, Morgan County Indiana","Shows soils types classification by colors and symbols.; ""Surveyed in 1937. Series 1937.""; ""Lith. A. Hoen & Co., Inc."" Scale 1:24,000; Polyconic projection",Public,JPEG,English,Image,The Bureau,Thematic maps|Soils,,"Ulrich,  H. P.(Herbert Paul), 1904-cartographer.",Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00635"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00635""}",Indiana Historic Maps,"Morgan County, Indiana, United States|Indiana, United States",http://sws.geonames.org/4261598|http://sws.geonames.org/4921868,1937?,4325d886-7390-422b-b672-0013f14d9634,Paper Map,2017-12-8T14:40:4Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00635,"39.49,-86.465","ENVELOPE(-86.68, -86.25, 39.63, 39.35)",1937
ed4e8353-8ecb-4060-b2cb-c6e0ba199259,"Soil map, Indiana, Madison County sheet","Shows soil types classification by colors and symbols.; ""Field Operations, Bureau of Soils, 1903.""; ""Julius Bien & Co. Lith. N.Y."" Scale 1:63,360. 1 inch = 1 mile.",Public,JPEG,English,Image,Bureau of Soils,Thematic maps|Soils,,"Burke,  R. T. Avon(Richard Thomas Avon), 1878-cartographer.",Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00630"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00630""}",Indiana Historic Maps,"Madison County, Indiana, United States|Indiana, United States",http://sws.geonames.org/4923124|http://sws.geonames.org/4921868,1903?,ed4e8353-8ecb-4060-b2cb-c6e0ba199259,Paper Map,2017-12-8T14:40:4Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00630,"40.165,-85.72","ENVELOPE(-85.86, -85.58, 40.38, 39.95)",1903
1c44c0be-24cb-458d-b5a6-bf6f3dee22be,Soils: [Indiana],"Blueprint.; ""Atlas of American agriculture (plate 5, section 7).""; ""1936."" Scale approximately 1:500,000.",Public,JPEG,English,Image,The Board,Thematic maps|Soils,,,Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00609"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00609""}",Indiana Historic Maps,"Indiana, United States",http://sws.geonames.org/4921868,1936,1c44c0be-24cb-458d-b5a6-bf6f3dee22be,Paper Map,2017-12-8T14:40:5Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00609,"39.805,-86.43","ENVELOPE(-88.11, -84.75, 41.75, 37.86)",1936
8764f37b-869b-47a9-a7ce-190e38746824,"Soil map, Indiana, Kosciusko county sheet","Shows soil types classification by colors and symbols.; Relief shown by contours and hachures.; Soils surveyed by W.E. Tharp, Earl D. Fowler, L.S. Troth and H.R. Beyer.; ""Field operations Bureau of Soils 1922."" Scale 1:63,360. 1 inch = 1 mile",Public,JPEG,English,Image,The Bureau,Thematic maps|Soils,,"Tharp,  W. E.(William Edgar), cartographer.",Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00585"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00585""}",Indiana Historic Maps,"Kosciusko County, Indiana, United States|Indiana, United States",http://sws.geonames.org/4922408|http://sws.geonames.org/4921868,1922?,8764f37b-869b-47a9-a7ce-190e38746824,Paper Map,2017-12-8T14:40:5Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00585,"41.24,-85.865","ENVELOPE(-86.08, -85.65, 41.45, 41.03)",1922
aec9d230-b399-4a9d-8917-58634eafbedf,"Soil map, Indiana, Lawrence County sheet","Shows soil types classification by colors and symbols.; Soils surveyed by W.E. Tharp, of the U.S. Department of Agriculture, in charge, and T.M. Bushnell and J.E. Adams of the Purdue University Agricultural Experiment Station.; ""Field operations Bureau of Soils 1922."" Scale 1:63,360. 1 inch =1 mile.",Public,JPEG,English,Image,The Bureau,Thematic maps|Soils,,"Tharp,  W. E.(William Edgar), cartographer.",Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00580"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00580""}",Indiana Historic Maps,"Lawrence County, Indiana, United States|Indiana, United States",http://sws.geonames.org/4260213|http://sws.geonames.org/4921868,1922?,aec9d230-b399-4a9d-8917-58634eafbedf,Paper Map,2017-12-8T14:40:5Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00580,"38.85,-87.3451","ENVELOPE(-86.68, -88.0102, 39, 38.7)",1922
bd5e49fe-5b84-4ddc-a829-43d3b50ce74d,"Soil map, Indiana, Allen co. sheet","Shows soil types classification by colors and symbols.; Soils surveyed by Grove B. Jones and Cornelius Van Duyne.; ""Field operations Bureau of Soils 1908."" Scale 1:63,360. 1 inch =1 mile.",Public,JPEG,English,Image,The Bureau,Thematic maps|Soils,,"Jones,  Grove B., 1877-cartographer.",Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00423"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00423""}",Indiana Historic Maps,"Allen County, Indiana, United States|Indiana, United States",http://sws.geonames.org/4917555|http://sws.geonames.org/4921868,1908,bd5e49fe-5b84-4ddc-a829-43d3b50ce74d,Paper Map,2017-12-8T14:40:5Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00423,"41.08005,-85.065","ENVELOPE(-85.33, -84.8, 41.26, 40.9001)",1908
22380006-6f54-49e9-921d-67acdc3caf4b,"Soil map, Indiana, Montgomery County sheet","Shows soil types classification by colors and symbols.; ""Field Operations, Bureau of Soils, 1912.""; A. ""Hoen & co. Lith. Baltimore, Md."" Scale 1:63,360. 1 inch = 1 mile",Public,JPEG,English,Image,The Bureau,Thematic maps|Soils,,"Jones,  Grove B., 1877-cartographer.",Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00353"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00353""}",Indiana Historic Maps,"Montgomery County, Indiana, United States|Indiana, United States",http://sws.geonames.org/4923741|http://sws.geonames.org/4921868,1912?,22380006-6f54-49e9-921d-67acdc3caf4b,Paper Map,2017-12-8T14:40:5Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00353,"40.035,-86.9","ENVELOPE(-87.1, -86.7, 40.21, 39.86)",1912
27054464-efae-48e6-be38-e31dc0a2dfd4,Soil map Indiana Elkhart County sheet,"Shows soil types classification by colors and symbols.; ""Field Operations Bureau of Soils 1914.""; ""Snyder & Black, N.Y."" Scale 1:63,360. 1 inch = 1 mile",Public,JPEG,English,Image,Bureau of Soils,Thematic maps|Soils,,"Jones,  Grove B., 1877-cartographer.",Indiana,"{""http://schema.org/url"":""http://purl.dlib.indiana.edu/iudl/images/VAC3073/VAC3073-M-00299"",""http://schema.org/downloadUrl"":""https://purl.dlib.indiana.edu/iudl/images/VAC3073/screen/VAC3073-M-00299""}",Indiana Historic Maps,"Elkhart County, Indiana, United States|Indiana, United States",http://sws.geonames.org/4919988|http://sws.geonames.org/4921868,1914?,27054464-efae-48e6-be38-e31dc0a2dfd4,Paper Map,2017-12-8T14:40:6Z,https://purl.dlib.indiana.edu/iudl/images/VAC3073/thumbnail/VAC3073-M-00299,"41.595,-85.855","ENVELOPE(-86.05, -85.66, 41.76, 41.43)",1914
