dc_identifier_s,dc_title_s,dc_description_s,dc_creator_sm,dc_publisher_sm,dc_rights_s,dct_provenance_s,dct_references_s,layer_id_s,layer_slug_s,layer_geom_type_s,layer_modified_dt,dc_format_s,dc_language_s,dc_type_s,dc_subject_sm,dct_isPartOf_sm,dct_issued_s,dct_temporal_sm,dct_spatial_sm,solr_geom,centroid_s,solr_year_i
a2c8103d-cde9-40ea-a388-5d0e519441f6,"Thickness Ranges of the Springfield Coal Member (Petersburg Formation, Pennsylvanian) in West-Central Indiana: Indiana, 2002","From 1985 to 1994, a series of reports on coal resources of selected counties in Indiana was published as part of the Special Report series of the Indiana Geological Survey. These reports included maps showing thickness of the Springfield Coal Member (Petersburg Formation, Pennsylvanian). The thickness maps were based on coal-test records, mine-map notations, and interpretations of geophysical logs that are included in the files of the Indiana Geological Survey. Data points were plotted by coal geologists of the Indiana Geological Survey and thickness contours were drawn by hand. The original work maps were compiled at a scale of 0.5 inch = 1 mile (1:126,720). Following completion of the investigations, the work maps showing thickness contours were subsequently scanned and digitized, and the resulting county coverages were then compiled into a single multi-county coverage. Different thickness ranges were utilized in the various counties; these thickness ranges (given in feet) are retained in the final map. Since the completion of this shapefile, additional data on coal thicknesses in selected areas has been obtained by the Indiana Geological Survey; interested users may wish to contact the Indiana Geological Survey for information on these more up-to-date sources.","[u'Indiana Geological Survey', u'Denver Harper']",[u'Indiana Geological Survey'],Public,Purdue,"{""http://schema.org/downloadUrl"":""https://maps.indiana.edu/download/Geology/Coal_Springfield_Thickness.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://maps.indiana.edu/arcgis/rest/services/Geology/Coal_Springfield_Elevation/MapServer"",""http://schema.org/url"":""http://maps.indiana.edu/layerGallery.html"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/a2c8103d-cde9-40ea-a388-5d0e519441f6/formatters/xml""}",,a2c8103d-cde9-40ea-a388-5d0e519441f6,Polygon,2017-12-27T20:51:03Z,Shapefile,English,Dataset,"[u'Geoscientific Information', u'Geology']",IndianaMAP,9/24/02,1994,"[u'Indiana, United States']","ENVELOPE(-88.0072, -87.2229, 39.6084, 38.1622)","38.8853,-87.61505",2002
5f1c72e4-d916-46d1-8a39-4622d8e0bd9b,"Boundaries of 7.5-Minute Quadrangles: Indiana, 2002","QUADRANGLES_24K_USGS_IN is a polygon shapefile defining the boundaries of the USGS 7.5-minute (1:24,000-scale) quadrangles which cover the state of Indiana. Dates of publication and photorevision of paper quadrangle maps published by the U.S. Geological Survey are also provided.","[u'Karen K. Like (attribute compiler)', u'Bernardin, Lochmueller and Associates (data processor)', u'U.S. Geological Service (data creator)']",[u'Indiana Geological Survey'],Public,Purdue,"{""http://schema.org/downloadUrl"":""http://maps.indiana.edu/download/Reference/Quadrangle_Boundaries_24k.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://maps.indiana.edu/arcgis/rest/services/Reference/Quadrangle_Boundaries_24k/MapServer"",""http://schema.org/url"":""http://maps.indiana.edu/layerGallery.html"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/5f1c72e4-d916-46d1-8a39-4622d8e0bd9b/formatters/xml""}",,5f1c72e4-d916-46d1-8a39-4622d8e0bd9b,Polygon,2017-12-27T20:51:10Z,Shapefile,English,Dataset,"[u'Planning and Cadastral', u'Boundaries']",IndianaMAP,12/1/02,2002,"[u'Indiana, United States', u'West Lafayette, Indiana, United States']","ENVELOPE(-88.1607, -84.6882, 41.7753, 37.7554)","39.76535,-86.42445",2002
cf3cbf78-c3a1-41d9-b46f-7f074c507dd5,"Crops for 2012, Derived from National Agricultural Statistics Service: Indiana, 2013","The following is excerpted from the metadata provided by NASS (USDA) for the source data set CDL_2012_CLIP_20131230093625_434373848.tif: The USDA, NASS Cropland Data Layer (CDL) is a raster, geo-referenced, crop-specific land cover data layer. The 2012 CDL has a ground resolution of 30 meters. The CDL is produced using satellite imagery from the Landsat 5 TM sensor, Landsat 7 ETM+ sensor, and the Disaster Monitoring Constellation (DMC) DEIMOS-1 and UK2 sensors collected during the current growing season. Some CDL states used additional satellite imagery and ancillary inputs to supplement and improve the classification. These additional sources can include the United States Geological Survey (USGS) National Elevation Dataset (NED), the USGS National Land Cover Database 2006 (NLCD 2006), and the National Aeronautics and Space Administration (NASA) Moderate Resolution Imaging Spectroradiometer (MODIS) 250 meter 16 day Normalized Difference Vegetation Index (NDVI) composites. Agricultural training and validation data are derived from the Farm Service Agency (FSA) Common Land Unit (CLU) Program. The NLCD 2006 is used as non-agricultural training and validation data. Please refer to the 'Supplemental_Information' Section of this metadata file for a complete list of all imagery, ancillary data, and training/validation data used to generate this state's CDL. The strength and emphasis of the CDL is agricultural land cover. Please note that no farmer reported data are derivable from the Cropland Data Layer.","[u'United States Department of Agriculture (USDA), National Agricultural Statistics Service (NASS), Research and Development Division, Geospatial Information Branch, Spatial Analysis Research Section (SARS)']","[u'United States Department of Agriculture (USDA), National Agriculture Statistics Service (NASS)']",Public,Purdue,"{""http://schema.org/downloadUrl"":""http://maps.indiana.edu/download/Environment/Crops_2012.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://maps.indiana.edu/arcgis/rest/services/Environment/Crops_2012/MapServer"",""http://schema.org/url"":""http://maps.indiana.edu/layerGallery.html"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/cf3cbf78-c3a1-41d9-b46f-7f074c507dd5/formatters/xml""}",,cf3cbf78-c3a1-41d9-b46f-7f074c507dd5,Raster,2017-12-27T20:50:54Z,GeoTIFF,English,Dataset,"[u'Imagery and Base Maps', u'Environment', u'Farming', u'Agriculture']",IndianaMAP,12/27/13,2012,"[u'Indiana, United States', u'Tippecano County, Indiana, United States', u'Wabash River, Indiana, United States']","ENVELOPE(-88.162022, -84.688498, 41.781483, 37.755526)","39.7685045,-86.42526",2013
3ff12558-72d7-47eb-b4ea-6bce123c72a8,"Hydrogeologic Terrains and Settings: Indiana, 2002","HYDROGEOL_SETTINGS_IN is a polygon shapefile that shows hydrogeologic terrains and settings of Indiana. The methodology of the investigation and definitions of terms are described in an associated report (Indiana Geological Survey, Open-File Report 95-7).","[u'Fleming, A.H., and others (Data compilers)', u'Reehling, P., and others (GIS compilers)', u'Indiana Geological Survey']",[u'Indiana Geological Survey'],Public,Purdue,"{""http://schema.org/downloadUrl"":""http://maps.indiana.edu/download/Hydrology/Hydrologic_Terrains.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://maps.indiana.edu/arcgis/rest/services/Hydrology/Hydrologic_Terrains/MapServer"",""http://schema.org/url"":""http://maps.indiana.edu/layerGallery.html"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/3ff12558-72d7-47eb-b4ea-6bce123c72a8/formatters/xml""}",,3ff12558-72d7-47eb-b4ea-6bce123c72a8,Polygon,2017-12-27T20:50:57Z,Shapefile,English,Dataset,"[u'Geoscientific Information', u'Hydrology']",IndianaMAP,3/19/02,1995,"[u'Indiana, United States']","ENVELOPE(-88.1607, -84.6882, 41.7753, 37.7554)","39.76535,-86.42445",2002
0d1f5c0e-f93f-4889-be34-16104f9c6927,"Aquifer sensitivity in shallow aquifers: Indiana, 2015","Aquifer_Sensitivity_Near_Surface_IN is a raster data layer that displays a reclassified raster data layer of estimated rates of diffuse groundwater recharge to the water table in shallow aquifers in Indiana (see Aquifer_Recharge_Near_Surface_IN). The goal of this project was to use an objective, reproducible methodology to rank aquifer sensitivity in shallow aquifers based on estimates of diffuse groundwater recharge rates. To achieve the aquifer sensitivity ranking, the groundwater recharge rates were classified by standard deviation, and the classifications were then compared to databases of contaminants in groundwater to validate the classification.","[u'Indiana Geological Survey (IGS)', u'Center for Geospatial Data Analysis (CGDA)', u'Sally L. Letsinger (data compiler)']",[u'Indiana Geological Survey'],Public,Purdue,"{""http://schema.org/downloadUrl"":""http://maps.indiana.edu/download/Hydrology/Aquifer_Sensitivity_Near_Surface.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://maps.indiana.edu/arcgis/rest/services/Hydrology/Aquifer_Sensitivity_Near_Surface/MapServer"",""http://schema.org/url"":""http://maps.indiana.edu/layerGallery.html"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/0d1f5c0e-f93f-4889-be34-16104f9c6927/formatters/xml""}",,0d1f5c0e-f93f-4889-be34-16104f9c6927,Raster,2017-12-27T20:51:03Z,Shapefile,English,Dataset,"[u'Geoscientific Information', u'Hydrology', u'Aquifers']",IndianaMAP,6/30/15,2013,"[u'Indiana, United States']","ENVELOPE(-88.1607, -84.6882, 41.7753, 37.7554)","39.76535,-86.42445",2015
dc645bfc-73d6-4dad-a48c-607c06f63b2f,"The Public Land Survey System of the Cadastral National Spatial Data Infrastructure: Indiana, 2014","PLSS_CadNSDI_BLM_IN.GDB is is an Esri file geodatabse of the Public Land Survery System (PLSS) for Indiana, as provided by personnel of the Bureau of Land Management (BLM). The Cadastral National Spatial Data Infrastructure (CadNSDI) Survey Program of the BLM provides the official boundary surveys of all federal-interest lands in the United States, which is over 700 million acres, nationwide. The PLSS is the foundation for many survey-based geographic information systems. The following is excerpted from the metadata provided by the BLM for the source file geodatabase named named IN_CadNSDI_V2.GDB: The CADNSDI or the Cadastral Publication Data Standard is the cadastral data component of the NSDI. This is the publication guideline for cadastral data that is intended to provide a common format and structure and content for cadastral information that can be made available across jurisdictional boundaries, providing a consistent and uniform cadastral data to meet business need that includes connections to the source information from the data stewards. The data stewards determine which data are published and should be contacted for any questions on data content or for additional information. The cadastral publication data is data provided by cadastral data producers in a standard form on a regular basis. Cadastral publication data has two primary components, land parcel data and cadastral reference data. It is important to recognize that the publication data are not the same as the operation and maintenance or production data. The production data is structured to optimize maintenance processes, is integrated with internal agency operations and contains much more detail than the publication data. The publication data is a subset of the more complete production data and is reformatted to meet a national standard so data can be integrated across jurisdictional boundaries and be presented in a consistent and standard form nationally.","[u'U.S. Department of the Interior - Bureau of Land Management (BLM)', u'Indiana Geological Survey']",[u'U.S. Department of the Interior - Bureau of Land Management (BLM) (Eastern States Office)'],Public,Purdue,"{""http://schema.org/downloadUrl"":""http://maps.indiana.edu/download/Reference/PLSS_CadNSDI_BLM.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://maps.indiana.edu/arcgis/rest/services/Reference/PLSS_CadNSDI_BLM/MapServer"",""http://schema.org/url"":""http://maps.indiana.edu/layerGallery.html"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/dc645bfc-73d6-4dad-a48c-607c06f63b2f/formatters/xml""}",,dc645bfc-73d6-4dad-a48c-607c06f63b2f,Polygon,2017-12-27T20:51:16Z,Shapefile,English,Dataset,"[u'Location', u'Intelligence and Military', u'Boundaries', u'Public land survey system']",IndianaMAP,6/9/14,2014,"[u'Indiana, United States', u'Tippecano County, Indiana, United States', u'Wabash River, Indiana, United States']","ENVELOPE(-88.1607, -84.6882, 41.7753, 37.7554)","39.76535,-86.42445",2014
f9be41f9-d0e0-49f1-858d-12a71d51414e,"Waste Site Boundaries: Indiana, 2015","LANDFILL_BOUNDARIES_IDEM_IN.SHP is a polygon shapefile that contains boundaries for open dump sites, approved landfills, and permitted landfills in Indiana, provided by personnel of Indiana Department of Environmental Management, Office of Land Quality (IDEM, OLQ) as of April 8, 2015. The data set provided by IDEM was in an Esri shapefile format and was named 2015Landfill_Boundaries.SHP. LANDFILL_BOUNDARIES_IDEM_IN.SHP is attributed with facility names, permit numbers, and calculated area. This dataset is not complete, but comprises the waste boundaries of landfills as a work in progress. IDEM will periodically update and add new boundaries. The closure date for these landfills runs from the late 1960's to today. Most of them are closed, but a number of them are still active today. Most of the boundaries were digitized as estimated from IDEM personnel experience, but many were base on georeferencing survey maps that are submitted by the facility to IDEM. These landfills with more accurate boundaries are indicated by containing an actual value in the attribute field named VFC_NO.","[u'Indiana Department of Environmental Management, Office of Land Quality']","[u'Indiana Department of Environmental Management, Office of Land Quality']",Public,Purdue,"{""http://schema.org/downloadUrl"":""http://maps.indiana.edu/download/Environment/Waste_Landfill_Boundaries.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://maps.indiana.edu/arcgis/rest/services/Environment/Waste_Landfill_Boundaries/MapServer"",""http://schema.org/url"":""http://maps.indiana.edu/layerGallery.html"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/f9be41f9-d0e0-49f1-858d-12a71d51414e/formatters/xml""}",,f9be41f9-d0e0-49f1-858d-12a71d51414e,Polygon,2017-12-27T20:50:59Z,Shapefile,English,Dataset,"[u'Environment', u'Solid waste']",IndianaMAP,4/8/15,2015,"[u'Indiana, United States']","ENVELOPE(-87.653582, -84.760578, 41.742793, 37.916998)","39.8298955,-86.20708",2015
4243123e-7504-4431-aa67-7f43b750e22c,"The 1000-meter U.S. National Grid (1000 m x 1000 m) for Indiana: Indiana, 2012","This data set shows the Indiana-portion of the 1000-meter United States National Grid (USNG). The following is excerpted from metadata provided with the original source data set named IN_USNG_UTM16.SHP: This is a polygon feature data layer of United States National Grid (1000 m x 1000 m polygons) constructed by the Center for Interdisciplinary Geospatial Information Technologies at Delta State University with support from the US Geological Survey under the Cooperative Agreement 07ERAG0083. For correct display, please set the base coordinate system and projection such that it matches the UTM zone for which these data were constructed using the NAD 83 datum. Further information about the US National Grid is available from http://www.fgdc.gov/usng and a viewing of these layers as applied to local geography may be seen at the National Map, http://www.nationalmap.gov .","[u'Indiana Geological Survey (Data processor)', u'Center for Interdisciplinary Geospatial Information Technologies, Delta State University (Data provider)']","[u'Center for Interdisciplinary Geospatial Information Technologies, Delta State University']",Public,Purdue,"{""http://schema.org/downloadUrl"":""http://maps.indiana.edu/download/Reference/National_Grid_1000M.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://maps.indiana.edu/arcgis/rest/services/Reference/National_Grid_1000M/MapServer"",""http://schema.org/url"":""http://maps.indiana.edu/layerGallery.html"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/4243123e-7504-4431-aa67-7f43b750e22c/formatters/xml""}",,4243123e-7504-4431-aa67-7f43b750e22c,Polygon,2017-12-27T20:50:54Z,Shapefile,English,Dataset,[u'Boundaries'],IndianaMAP,11/12/12,2008,"[u'Indiana, United States']","ENVELOPE(-88.156004, -84.652587, 41.830886, 37.710514)","39.7707,-86.4042955",2012
f0d73782-fd6b-47fb-8ee7-cfb2f8cee791,"School Districts for Indiana in 2000: Indiana, 2000","The following is excerpted from an online document produced by the U.S. Census Bureau pertaining to unified school districts (found at http://www.census.gov/geo/www/cob/sd_metadata.html): School districts are geographic entities within which state, county, or local officials provide public educational services for the area's residents. The U.S. Census Bureau obtains the boundaries and names for school districts from tate officials. The U.S. Census Bureau first provided data for school districts in the 1970 census. For Census 2000, the U.S. Census Bureau tabulated data for three types of school districts: elementary, secondary, and unified. Each school district is assigned a five-digit code that is unique within state. School district codes are assigned by the Department of Education and are not necessarily in alphabetical order by school district name.","[u'Indiana Geological Survey (Data processor)', u'Chris Dintaman (Data processor)', u'United States Department of Commerce, United States Census Bureau (Data creator)']",[u'Indiana Geological Survey (IGS)'],Public,Purdue,"{""http://schema.org/downloadUrl"":""http://maps.indiana.edu/download/Infrastructure/Schools_Districts_USCB.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://maps.indiana.edu/arcgis/rest/services/Infrastructure/Schools_Districts_USCB/MapServer"",""http://schema.org/url"":""http://maps.indiana.edu/layerGallery.html"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/f0d73782-fd6b-47fb-8ee7-cfb2f8cee791/formatters/xml""}",,f0d73782-fd6b-47fb-8ee7-cfb2f8cee791,Polygon,2017-12-27T20:51:01Z,Shapefile,English,Dataset,"[u'Society', u'Schools', u'Education']",IndianaMAP,12/22/03,2003,"[u'Indiana, United States', u'West Lafayette, Indiana, United States']","ENVELOPE(-88.0972, -84.6884, 41.7734, 37.7606)","39.767,-86.3928",2003
7b564ca5-f096-4ce4-9ae1-fba56ec28660,"Cleanup Sites: Indiana, 2015","CLEANUP_SITES_IDEM_IN is a point shapefile that contains locations of cleanup sites in Indiana, provided by personnel of Indiana Department of Environmental Management, Office of Land Quality (IDEM, OLQ) as of June 4, 2009 and subsequently updated on October 20, 2009, April 16, 2010, June 23, 2013, and February 25, 2015. The data set provided by IDEM was in an Esri geodatabase format and the feature class was named STATE_CLEANUP. The following is excerpted from the metadata provided by IDEM, OLQ for the source shapefile STATE_CLEANUP: State Cleanup sites that are on the Commissioners Bulletin or referred remedial response locations or other IDEM programs that require mitigation of risk to human health and the environment through investigation, remediation or institutional controls.","[u'Indiana Department of Environmental Management, Office of Land Quality']","[u'Indiana Department of Environmental Management, Office of Land Quality']",Public,Purdue,"{""http://schema.org/downloadUrl"":""http://maps.indiana.edu/download/Environment/Remediation_Cleanup_Sites.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://maps.indiana.edu/arcgis/rest/services/Environment/Remediation_Cleanup_Sites/MapServer"",""http://schema.org/url"":""http://maps.indiana.edu/layerGallery.html"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/7b564ca5-f096-4ce4-9ae1-fba56ec28660/formatters/xml""}",,7b564ca5-f096-4ce4-9ae1-fba56ec28660,Point,2017-12-27T20:51:11Z,Shapefile,English,Dataset,"[u'Environment', u'Pollution']",IndianaMAP,2/25/15,2015,"[u'Indiana, United States', u'West Lafayette, Indiana, United States']","ENVELOPE(-87.461125, -85.862001, 41.61999, 39.186719)","40.4033545,-86.661563",2015
055b9a57-4eb3-4d64-af8c-f6cd76370187,"Bathymetric Contours for Selected Lakes: Indiana, 2012","LAKE_BATHYMETRY_IDNR_IN.SHP provides bathymetric contours for the following 85 lakes in Indiana, with depths calculated from the average shoreline of each lake: Adams Lake, Appleman Lake, Atwood Lake, Banning Lake, Bass Lake, Bear Lake, Big Lake, Big Long Lake, Blackcat Lake, Bluegrass Lake, Brokesha Lake, Cass Lake, Cedar Lake, Clear Lake, Cree Lake, Crooked Lake, Dale Lake, Dewart Lake, Duck Lake, Emma Lake, Evertt Lake, Flint Lake, Gage Lake, Gilbert Lake, Graveyard Lake, Green Lake, Griffy Lake, Hackenberg Lake, Heaton Lake, Henry Lake, Hill Lake, Hindman Lake, Hudson Lake, Huntingburg Lake, Indian Lake, Jones Lake, Koontz Lake, Kuhn Lake, Lake of the Woods, Latta Lake, Lime Lake, Lindsey Lake, Little Barbee Lake, Little Otter Lake, Little Pike Lake, Little Turkey Lake, Loomis Lake, Loon Lake, McClures Lake, Meserve Lake, Messick Lake, Meteer Lake, Mud Lake, Nauvoo Lake, North Little Lake, Nyona Lake, Otter Lake, Pike Lake, Pleasant Lake, Pretty Lake, Riddles Lake, Rider Pond, Robinson Lake, Round Lake, Shipshewana Lake, Silver Lake, Simonton Lake, South Mud Lake, Starve Hollow Lake, Steinbarger Lake, Stone Lake, Tamarack Lake, Taylor Lake, Thomas Lake, Upper Long Lake, Waldron Lake, Wall Lake, Waubee Lake, Waveland Lake, West Boggs Lake, West Lake, West Otter Lake, Westler Lake, Witmer Lake, and Yellowwod Lake. The following is excerpted from the metadata provided by IDNR, Division of Outdoor Recreation, for the source feature class named LAKE_BATHYMETRY_DNR_IN: Lake_Bathymetry_DNR_IN is a polyine feature dataset of bathymetric contours for certain Indiana lakes, depicting the depths of the water with the shoreline of each lake as elevation 0. Contour intervals are 5 feet for most lakes, 2 feet for some. Lakes were surveyed using Biosonics DTX Echosounder surface unit and 200 kHz and 420 kHz transducers. The contour values of some lakes were adjusted to coincide with the lake's legal gauge level.",[u'Indiana Department of Natural Resources/Division of Fish and Wildlife'],[u'Indiana Department of Natural Resources/Division of Outdoor Recreation'],Public,Purdue,"{""http://schema.org/downloadUrl"":""http://maps.indiana.edu/download/Hydrology/Water_Bodies_Lakes_Bathymetry.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://maps.indiana.edu/arcgis/rest/services/Hydrology/Water_Bodies_Lakes_Bathymetry/MapServer"",""http://schema.org/url"":""http://maps.indiana.edu/layerGallery.html"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/055b9a57-4eb3-4d64-af8c-f6cd76370187/formatters/xml""}",,055b9a57-4eb3-4d64-af8c-f6cd76370187,Polygon,2017-12-27T20:51:12Z,Shapefile,English,Dataset,"[u'Environment', u'Inland Waters', u'Hydrology']",IndianaMAP,6/26/12,2012,"[u'Indiana, United States']","ENVELOPE(-88.053665, -84.757516, 41.763888, 37.815204)","39.789546,-86.4055905",2012
524b773b-274a-4903-ad26-14cb66046d7a,"Ten-digit Watershed Boundaries: Indiana, 2011","The following is extracted from USDA, NRCS metadata -- This data set is a complete digital hydrologic unit boundary layer to the Watershed (10-digit) 5th level for the NRCS business areas in and around the state of Indiana. This data set consists of geo-referenced digital data and associated attributes created in accordance with the Federal Guidelines, Requirements, and Procedures for the National Watershed Boundary data set; Chapter 3 of Section A, Federal Standards, Book 11, Collection and Delineation of Spatial Data; Techniques and Methods 11-A3 (04/01/2009). http://www.ncgc.nrcs.usda.gov/products/data sets/watershed/index.html . Polygons are attributed with hydrologic unit codes for 4th level sub-basins, 5th level watersheds, name, size, downstream hydrologic unit, type of watershed, noncontributing areas and flow modification.","[u'Sally L. Letsinger (digital compiler)', u'U.S. Department of Agriculture, Natural Resources Conservation Service (digital compiler)', u'Indiana Geological Survey (digital compiler)', u'U.S. Geological Survey (compiler, digital compiler)']",[u'Indiana Geological Survey'],Public,Purdue,"{""http://schema.org/downloadUrl"":""http://maps.indiana.edu/download/Hydrology/Watersheds_HUC10_2009.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://maps.indiana.edu/arcgis/rest/services/Hydrology/Watersheds_HUC10_2009/MapServer"",""http://schema.org/url"":""http://maps.indiana.edu/layerGallery.html"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/524b773b-274a-4903-ad26-14cb66046d7a/formatters/xml""}",,524b773b-274a-4903-ad26-14cb66046d7a,Polygon,2017-12-27T20:51:04Z,Shapefile,English,Dataset,"[u'Inland Waters', u'Farming', u'Hydrology']",IndianaMAP,6/7/11,2009,"[u'Indiana, United States']","ENVELOPE(-88.527556, -83.428777, 42.370154, 37.521476)","39.945815,-85.9781665",2011
6e6e45e2-0050-438e-830b-205781ccb7c9,"Lakes, Ponds, Reservoirs, Swamps, and Marshes in Watersheds: Indiana, 2015","HYDROGRAPHY_HIGHRES_WATERBODYDISCRETE_NHD_IN.SHP is a polygon shapefile that contains features of lakes, ponds, reservoirs, swamps and marshes in watersheds in and around Indiana. HYDROGRAPHY_HIGHRES_WATERBODYDISCRETE_NHD_USGS.SHP is derived from the local-resolution (scale 1:2,400) version of the National Hydrography Dataset (NHD), and is current as of August 6, 2015. This dataset is currently incomplete but includes data for the following twenty-nine HUC08 subbasins in Indiana: Auglaize (0410007), Blue-Sinking (05140104), Driftwood (05120204), Eel (05120104), Eel (05120203), Flatrock-Haw (05120205), Iroquois (07120002), Lower East Fork White (05120208), Lower Great Miami (05080002), Lower Ohio-Little Pigeon (05140201), Lower Wabash (05120113), Lower White (05120202), Middle Wabash-Busseron (05120111), Middle Wabash-Deer (05120105), Mississinewa (05120103), Muscatatuck (05120207), Patoka (05120209), Salamonie (05120102), St. Joseph (04050001), St. Joseph-Maumee (04100003), St. Marys (04100004), Sugar (05120110), Upper East Fork White (05120206), Upper Great Miami (05080001), Upper Maumee (04100005), Upper White (05120201), Vermillion (05120109), Whitewater (05080003), Wildcat (05120107). The following is excerpted from metadata provided by the USGS for the local-resolution NHD feature class named NHD_LOCALRES_WATERBODY_IN: This dataset was improved to local resolution (1:2,400) as part of the Indiana Local Resolution NHD Project. The following process is done by subbasin: high-resolution NHD geodatabase is checked out from USGS; six-acre catchment areas and streams are generated using best-available digital elevation model; areas, flowlines, and waterbodies are digitized to the 6-acre limit using the best available aerial photography, adding ftype to each feature; attributes from high-resolution NHD are conflated to the new linework; subbasin geodatabase is checked back in to USGS.. After the successful completion of the previous steps, the subbasin is downloaded from USGS; the NHDArea, NHDFlowline, and NHDWaterbody feature classes are reprojected to UTM NAD 83 Zone 16N; the reprojected NHDArea features are loaded into this dataset. DESCRIPTION FROM USGS: The National Hydrography Dataset (NHD) is a feature-based database that interconnects and uniquely identifies the stream segments or reaches that make up the nation's surface water drainage system. NHD data was originally developed at 1:100,000-scale and exists at that scale for the whole country. This high-resolution NHD, generally developed at 1:24,000/1:12,000 scale, adds detail to the original 1:100,000-scale NHD. (Data for Alaska, Puerto Rico and the Virgin Islands was developed at high-resolution, not 1:100,000 scale.) Local resolution NHD is being developed where partners and data exist. The NHD contains reach codes for networked features, flow direction, names, and centerline representations for areal water bodies. Reaches are also defined on waterbodies and the approximate shorelines of the Great Lakes, the Atlantic and Pacific Oceans and the Gulf of Mexico. The NHD also incorporates the National Spatial Data Infrastructure framework criteria established by the Federal Geographic Data Committee.","[u'U.S. Geological Survey and the U.S. Environmental Protection Agency (Data author)', u'Indiana Department of Natural Resources (Data provider)', u'Chris Dintaman (Data processor)', u'Indiana Geographic Information Office (Data provider)', u'Indiana Geological Survey (Data processor)']",[u'United States Geological Survey'],Public,Purdue,"{""http://schema.org/downloadUrl"":""http://maps.indiana.edu/download/Hydrology/Water_Bodies_Lakes_LocalRes.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://maps.indiana.edu/arcgis/rest/services/Hydrology/Water_Bodies_Lakes_LocalRes/MapServer"",""http://schema.org/url"":""http://maps.indiana.edu/layerGallery.html"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/6e6e45e2-0050-438e-830b-205781ccb7c9/formatters/xml""}",,6e6e45e2-0050-438e-830b-205781ccb7c9,Polygon,2017-12-27T20:50:44Z,Shapefile,English,Dataset,"[u'Inland Waters', u'Environment', u'Lakes', u'Hydrology']",IndianaMAP,8/6/15,2015,"[u'Indiana, United States']","ENVELOPE(-88.845514, -83.559014, 46.102346, 37.134628)","41.618487,-86.202264",2015
