uuid,dc_identifier_s,dc_title_s,dc_description_s,dc_creator_sm,dc_publisher_sm,dc_rights_s,dct_provenance_s,dct_references_s,layer_id_s,layer_slug_s,layer_geom_type_s,layer_modified_dt,dc_format_s,dc_language_s,dc_type_s,dc_subject_sm,dct_isPartOf_sm,dct_issued_s,dct_temporal_sm,dct_spatial_sm,solr_geom,centroid_s,solr_year_i
a7720d6b-ff21-44c6-ab6f-b437bbcca2fe,a7720d6b-ff21-44c6-ab6f-b437bbcca2fe,"Election Data, Wisconsin 2012",This polygon data layer represents election data by ward for Wisconsin in 2012.,[u'WI Legislative Technology Services Bureau'],[u'WI Legislative Technology Services Bureau'],Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/WI_ElectionData_2012.zip"",""http://schema.org/url"":""http://legis.wisconsin.gov/ltsb/gis/data/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/a7720d6b-ff21-44c6-ab6f-b437bbcca2fe/formatters/xml""}",a7720d6b-ff21-44c6-ab6f-b437bbcca2fe,a7720d6b-ff21-44c6-ab6f-b437bbcca2fe,Polygon,2017-12-07T17:20:00Z,Shapefile,English,Dataset,"[u'Boundaries', u'Voting']",Wisconsin Legislative Technology Services (LTSB),3/7/16,2012,"[u'Wisconsin, United States']","ENVELOPE(-92.964428, -86.6661, 47.083094, 42.456925)","44.7700095,-89.815264",2012
97B4D5C3-8EA3-483B-98BC-F7F1EFACA0EA,97B4D5C3-8EA3-483B-98BC-F7F1EFACA0EA,"NAIP Imagery Wisconsin, 2010","This data set contains imagery from the National Agriculture Imagery Program (NAIP). The NAIP acquires digital ortho imagery during the agricultural growing seasons in the continental U.S.. A primary goal of the NAIP program is to enable availability of ortho imagery within one year of acquisition. INTENDED DISPLAY SCALE: 1:12,000; GROUND RESOLUTION: 1-Meter pixels; ACCURACY: + or - 6 Meters",[u'USDA-FSA-APFO'],[u'USDA_FSA_APFO Aerial Photography Field Office'],Public,Wisconsin,"{""http://schema.org/downloadUrl"":""ftp://ftp.ssec.wisc.edu/pub/wisconsinview/NAIP_2010/"",""http://schema.org/url"":""http://www.wisconsinview.org/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/97B4D5C3-8EA3-483B-98BC-F7F1EFACA0EA/formatters/xml""}",97B4D5C3-8EA3-483B-98BC-F7F1EFACA0EA,97B4D5C3-8EA3-483B-98BC-F7F1EFACA0EA,Raster,2017-12-07T17:20:05Z,Raster Dataset,English,Dataset,"[u'Imagery and Base Maps', u'Orthophotography', u'Aerial imagery', u'National Agricultural Imagery Program']",Wisconsin Imagery/LiDAR,10/26/10,2010,"[u'Wisconsin, United States']","ENVELOPE(-92.955616, -86.666103, 47.08304, 42.456895)","44.7699675,-89.8108595",2010
76f7e359-2697-4c02-b12b-8e8b79cd1bba,76f7e359-2697-4c02-b12b-8e8b79cd1bba,"State Assembly Districts, Wisconsin 2016",This polygon data layer represents State Assembly Districts for Wisconsin in 2016.,[u'WI Legislative Technology Services Bureau'],[u'WI Legislative Technology Services Bureau'],Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/WI_StateAssemblyDistricts_2016.zip"",""http://schema.org/url"":""http://legis.wisconsin.gov/ltsb/gis/data/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/76f7e359-2697-4c02-b12b-8e8b79cd1bba/formatters/xml""}",76f7e359-2697-4c02-b12b-8e8b79cd1bba,76f7e359-2697-4c02-b12b-8e8b79cd1bba,Polygon,2017-12-07T17:19:56Z,Shapefile,English,Dataset,"[u'Boundaries', u'Voting', u'Election districts', u'Legislative districts']",Wisconsin Legislative Technology Services (LTSB),2/25/16,2016,"[u'Wisconsin, United States']","ENVELOPE(-92.889433, -86.763988, 47.080772, 42.491912)","44.786342,-89.8267105",2016
eef1e7ed-100c-4d75-b24d-76c4fb5f8e47,eef1e7ed-100c-4d75-b24d-76c4fb5f8e47,"Groundwater Contamination Susceptibility Model (GCSM), Wisconsin 2008","This layer includes a polygon coverage derived from 1:500,000-scale sources containing the output from the Groundwater Contamination Susceptibility Model (GCSM) for Wisconsin, and estimating the susceptibility of the state's groundwater to contamination from surface activities. The GCSM was developed by the DNR, the US Geological Survey (USGS), the Wisconsin Geological & Natural History Survey (WGNHS), and the University of Wisconsin  Madison in the mid-1980s. The results of the GCSM are illustrated in a map published in 1987 at a scale of 1:1,000,000 (available from the Wisconsin Geological & Natural History Survey: http://wgnhs.uwex.edu/maps-data/maps/",[u'Wisconsin Department of Natural Resources'],[u'Wisconsin Department of Natural Resources'],Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/WI_GCSM_2008.zip"",""http://schema.org/url"":""ftp://dnrftp01.wi.gov/geodata/gcsm/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/eef1e7ed-100c-4d75-b24d-76c4fb5f8e47/formatters/xml""}",eef1e7ed-100c-4d75-b24d-76c4fb5f8e47,eef1e7ed-100c-4d75-b24d-76c4fb5f8e47,Polygon,2017-12-07T17:20:17Z,Shapefile,English,Dataset,"[u'Geoscientific Information', u'Pollution', u'Groundwater']",Wisconsin Department of Natural Resources (DNR),5/27/08,2008,"[u'Wisconsin, United States']","ENVELOPE(-92.962438, -86.711046, 47.058571, 42.458042)","44.7583065,-89.836742",2008
52360EBA-2137-4ADA-ABD9-D155306B6443,52360EBA-2137-4ADA-ABD9-D155306B6443,"Outstanding and Exceptional Resource Waters (Polygon) Wisconsin, 2014",This polygon data layer represets outstanding and exceptional resource waters for Wisconsin in 2014.,[u'Wisconsin Department of Natural Resources'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/WI_OER_Waters_Poly_2014.zip"",""http://schema.org/url"":""ftp://dnrftp01.wi.gov/geodata/Outstanding_and_Exceptional_Res_Waters/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/52360EBA-2137-4ADA-ABD9-D155306B6443/formatters/xml""}",52360EBA-2137-4ADA-ABD9-D155306B6443,52360EBA-2137-4ADA-ABD9-D155306B6443,Polygon,2017-12-07T17:20:05Z,Shapefile,English,Dataset,"[u'Environment', u'Inland Waters', u'Resource waters']",Wisconsin Department of Natural Resources (DNR),5/8/14,2014,"[u'Wisconsin, United States']","ENVELOPE(-92.91742, -87.25896, 46.806967, 42.477714)","44.6423405,-90.08819",2014
b61b1f12-6b4d-403f-9603-c55087cb0bd7,b61b1f12-6b4d-403f-9603-c55087cb0bd7,"Land Type Associations, Wisconsin 2003","Land Type Associations (LTAs) of Wisconsin represent a further definition of the National Hierarchical Framework of Ecological Units (NHFEU). The NHFEU is an ecological classification system that divides landscapes into ecologically significant regions at multiple scales. Ecological types are classified and units are mapped based on the associations of biotic and environmental factors which include climate, physiography, water, soils, air, hydrology, and potential natural communities.",[u'Wisconsin Department of Natural Resources'],[u'Wisconsin Department of Natural Resources'],Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/WI_LandTypeAssoc_2003.zip"",""http://schema.org/url"":""ftp://dnrftp01.wi.gov/geodata/LTAs/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/b61b1f12-6b4d-403f-9603-c55087cb0bd7/formatters/xml""}",b61b1f12-6b4d-403f-9603-c55087cb0bd7,b61b1f12-6b4d-403f-9603-c55087cb0bd7,Polygon,2017-12-07T17:20:03Z,Shapefile,English,Dataset,"[u'Environment', u'Biota', u'Land types']",Wisconsin Department of Natural Resources (DNR),12/21/02,2003,"[u'Wisconsin, United States']","ENVELOPE(-92.964436, -86.66623, 47.083195, 42.456931)","44.770063,-89.815333",2003
790f98af-86cf-438f-97e4-f0c4fd9eb9f0,790f98af-86cf-438f-97e4-f0c4fd9eb9f0,"Hydrography (1:24,000) Value Added, Wisconsin 2014","The goal of this project is to attribute hydrography features within the state of Wisconsin. Some features in Wisconsin have watersheds that include areas outside of the state. Examples of this include the Nemadji drainage in Minnesota and the entire Mississippi River. We included necessary out-of-state features whenever possible in order to have complete watershed coverage. We also included all out-of-state features that are within HUC12s that cross the Wisconsin border. This latter inclusion allowed for more accurate watershed delineations. Because we delineated sheds within HUC12 boundaries, it was important to have all possible features included in delineations so that no feature was assigned an overly large watershed. The major exceptions to the out-of-state inclusions were for four major boundary rivers: the St. Louis, St. Croix (along the state border, not the inland portion), Mississippi, and Menominee. We did not include out of state features that flow into these rivers because 1) we are not as interested in attributing these large rivers and 2) there would be a substantial number of additional out-of-state features that would need to be obtained in order to attribute these rivers. The database only has base attribution and channel-level attribution for these features.",[u'Wisconsin Department of Natural Resources'],[u'Wisconsin Department of Natural Resources'],Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/WI_Hydro24K_VA_2014.zip"",""http://schema.org/url"":""ftp://dnrftp01.wi.gov/geodata/hydro_va_24k/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/790f98af-86cf-438f-97e4-f0c4fd9eb9f0/formatters/xml""}",790f98af-86cf-438f-97e4-f0c4fd9eb9f0,790f98af-86cf-438f-97e4-f0c4fd9eb9f0,Polygon,2017-12-07T17:20:06Z,Geodatabase,English,Dataset,"[u'Inland Waters', u'Hydrography']",Wisconsin Department of Natural Resources (DNR),3/17/14,2014,"[u'Wisconsin, United States']","ENVELOPE(-93.04593, -84.47377, 47.795736, 41.289308)","44.542522,-88.75985",2014
B883C9B9-0D43-4B78-BDF0-B7F1B520C4F2,B883C9B9-0D43-4B78-BDF0-B7F1B520C4F2,"Zoning Wisconsin (Statewide), 2017","This file was aggregated as part of the final deliverable for the Version 3 Statewide Parcel Map Database Project (V3). This feature class represents a comprehensive, spatially referenced collection of zoning geometries as recognized by County Governments within the State of Wisconsin (the feature class is aggregated from county level data and represents zoning that is administered by the county). See the parcel project homepage for more detail on the parameters for how data was prepared and submitted to this project: http://www.sco.wisc.edu/parcels/submission/.Schema documentation can be found within this feature class as GIS metadata and here: http://www.sco.wisc.edu/parcels/data/assets/V3/V3_Wisconsin_Statewide_Parcels_Schema_Documentation.pdf#page=23.Change logand known issues: can be found here: http://www.sco.wisc.edu/parcels/data/assets/Wisconsin_Statewide_Zoning_Change_Log.pdf. This record describes the GENERAL Zoning layer. There are additional features included: AIRPORT, FARMLAND, FLOODPLAIN, &amp; SHORELAND.The Web Service URL included with this dataset may display the most current 'GENERAL zoning' layer available, and is not necessarily represented by the date of the content described here.",[u'Wisconsin Department of Administration'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/WI_Zoning_2017.zip"",""http://schema.org/url"":""http://www.sco.wisc.edu/parcels/data/"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://mapservices.legis.wisconsin.gov/arcgis/rest/services/WLIP/Zoning_GENERAL/MapServer"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/B883C9B9-0D43-4B78-BDF0-B7F1B520C4F2/formatters/xml""}",B883C9B9-0D43-4B78-BDF0-B7F1B520C4F2,B883C9B9-0D43-4B78-BDF0-B7F1B520C4F2,Polygon,2017-12-20T15:55:24Z,Geodatabase,English,Dataset,"[u'Planning and Cadastral', u'Real property', u'Land ownership']",State of Wisconsin,7/31/17,2017,"[u'Wisconsin, United States']","ENVELOPE(-92.955043, -86.685894, 47.007444, 42.457389)","44.7324165,-89.8204685",2017
a554bf83-e7b2-4e09-b03a-d5ddca96204a,a554bf83-e7b2-4e09-b03a-d5ddca96204a,"Congressional Districts, Wisconsin 2016",This polygon data layer represents Congressional Districts for Wisconsin in 2016.,[u'WI Legislative Technology Services Bureau'],[u'WI Legislative Technology Services Bureau'],Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/WI_CongressionalDistricts_2016.zip"",""http://schema.org/url"":""http://legis.wisconsin.gov/ltsb/gis/data/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/a554bf83-e7b2-4e09-b03a-d5ddca96204a/formatters/xml""}",a554bf83-e7b2-4e09-b03a-d5ddca96204a,a554bf83-e7b2-4e09-b03a-d5ddca96204a,Polygon,2017-12-07T17:20:07Z,Shapefile,English,Dataset,"[u'Boundaries', u'Election districts', u'Legislative districts']",Wisconsin Legislative Technology Services (LTSB),2/9/16,2016,"[u'Wisconsin, United States']","ENVELOPE(-92.889432, -86.763987, 47.080774, 42.491915)","44.7863445,-89.8267095",2016
03ca4289-620b-4caf-b964-fad422c3b9c6,03ca4289-620b-4caf-b964-fad422c3b9c6,"WISCLAND Land Cover, Wisconsin 1998 (Grid)","This Grid-format data set, known as WISCLAND Land Cover, is a raster representation of land cover of Wisconsin derived from Landsat satellite imagery. The source data were acquired from the nationwide MRLC (Multi-Resolution Land Characteristics Consortium) acquisition of dual-date Landsat Thematic Mapper (TM) data primarily from 1992. The image processing technique followed was published in the UMGAP Image Processing Protocol (1998).The original pixel size of the source TM data is 30 meters, however the classified WISCLAND Land Cover data (excluding URBAN) are generalized or 'smoothed' to an area no smaller than four contiguous pixels (equivalent to approximately one acre). The result of this smoothing is that any feature five acres or larger may be resolved in the data (i.e., Minimum Mapping Unit (MMU) of five acres). The Land Cover data are usable at nominal scales of 1:40,000 to 1:500,000 for a wide variety of resource management and planning applications. The classification scheme was designed to be compatible with existing classification schemes such as UNESCO's and Anderson's.",[u'Wisconsin Department of Natural Resources'],[u'Wisconsin Department of Natural Resources'],Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/WI_WISCLAND_Grid_1998.zip"",""http://schema.org/url"":""ftp://dnrftp01.wi.gov/geodata/landcover/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/03ca4289-620b-4caf-b964-fad422c3b9c6/formatters/xml""}",03ca4289-620b-4caf-b964-fad422c3b9c6,03ca4289-620b-4caf-b964-fad422c3b9c6,Raster,2017-12-07T17:20:15Z,ArcGRID,English,Dataset,"[u'Imagery and Base Maps', u'Environment', u'Biota']",Wisconsin Department of Natural Resources (DNR),12/23/97,1998,"[u'Wisconsin, United States']","ENVELOPE(-92.964587, -86.706218, 47.088093, 42.45788)","44.7729865,-89.8354025",1998
C2FCBC76-B1FF-43E8-AE81-CC419A6F5B8A,C2FCBC76-B1FF-43E8-AE81-CC419A6F5B8A,"Original Vegetation Cover (Points) Wisconsin, 1800s","This is a polygon shapefile derived from a 1:500,000-scale map showing the original, pre-settlement vegetation cover in Wisconsin. The original vegetation cover data was digitized from a 1976 map created from land survey notes written in the mid-1800s when Wisconsin was first surveyed. Linework representing lakes and other hydrographic areas in other data sets were subsequently merged with the original vegetation cover data set to more closely match the source map.",[u'Wisconsin Department of Natural Resources'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/WI_OrigVeg_Cover_points_1990.zip"",""http://schema.org/url"":""ftp://dnrftp01.wi.gov/geodata/orig_veg_cover/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/C2FCBC76-B1FF-43E8-AE81-CC419A6F5B8A/formatters/xml""}",C2FCBC76-B1FF-43E8-AE81-CC419A6F5B8A,C2FCBC76-B1FF-43E8-AE81-CC419A6F5B8A,Polygon,2017-12-07T17:20:14Z,Shapefile,English,Dataset,"[u'Environment', u'Vegetation', u'Land cover', u'Environment']",Wisconsin Department of Natural Resources (DNR),12/30/89,2011,"[u'Wisconsin, United States']","ENVELOPE(-92.963754, -86.707114, 47.083467, 42.459887)","44.771677,-89.835434",2011
36802232-4c91-4a81-a9ce-05613197c4b1,36802232-4c91-4a81-a9ce-05613197c4b1,"Municipal Boundaries, Wisconsin 2016",This polygon data layer represents municipal boundaries for Wisconsin in 2016,[u'WI Legislative Technology Services Bureau'],[u'WI Legislative Technology Services Bureau'],Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/WI_MunicipalBoundaries_2016.zip"",""http://schema.org/url"":""http://legis.wisconsin.gov/ltsb/gis/data/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/36802232-4c91-4a81-a9ce-05613197c4b1/formatters/xml""}",36802232-4c91-4a81-a9ce-05613197c4b1,36802232-4c91-4a81-a9ce-05613197c4b1,Polygon,2017-12-07T17:19:57Z,Shapefile,English,Dataset,"[u'Boundaries', u'Municipalities', u'Cities and towns']",Wisconsin Legislative Technology Services (LTSB),3/4/16,2016,"[u'Wisconsin, United States']","ENVELOPE(-92.889337, -86.763988, 47.080713, 42.49193)","44.7863215,-89.8266625",2016
06E60CBD-80E9-402D-AC58-9B33096261D7,06E60CBD-80E9-402D-AC58-9B33096261D7,"PLSS Centroids (Landnet) Wisconsin, 1996","This data set is a point shapefile of centroids of Public Land Survey System (PLSS) units ranging from Townships to Quarter-Quarter-Sections. The data are derived from the Wisconsin DNR's 'Landnet' database, automated from 1:24,000-scale sources.",[u'Wisconsin Department of Natural Resources'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/WI_PLSSCentroids_1996.zip"",""http://schema.org/url"":""ftp://dnrftp01.wi.gov/geodata/landnet/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/06E60CBD-80E9-402D-AC58-9B33096261D7/formatters/xml""}",06E60CBD-80E9-402D-AC58-9B33096261D7,06E60CBD-80E9-402D-AC58-9B33096261D7,Point,2017-12-07T17:20:06Z,Shapefile,English,Dataset,"[u'Location', u'Planning and Cadastral', u'Township', u'Surveying', u'Range', u'Section', u'Landnet', u'Public lands', u'Centroid', u'Planningcadastre', u'Public Land Survey System', u'Location']",Wisconsin Department of Natural Resources (DNR),1/5/17,2017,"[u'Wisconsin, United States']","ENVELOPE(-92.96406, -86.71051, 47.081557, 42.459843)","44.7707,-89.837285",2017
a1b95f33-36aa-4d9a-a3de-5292a981b4f3,a1b95f33-36aa-4d9a-a3de-5292a981b4f3,"Depth to Water Table, Wisconsin 2008","This is a polygon layer at 1:250,000 scale containing depth-to-water table estimates used in preparing the GCSM for Wisconsin. The depth to water table is the distance from the land surface to the water table. The distance water must flow to reach the groundwater, combined with the ease with which movement occurs, play a significant role in determining the susceptibility of an area to contamination.",[u'Wisconsin Department of Natural Resources'],[u'Wisconsin Department of Natural Resources'],Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/WI_WaterTableDepth_2008.zip"",""http://schema.org/url"":""ftp://dnrftp01.wi.gov/geodata/gcsm/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/a1b95f33-36aa-4d9a-a3de-5292a981b4f3/formatters/xml""}",a1b95f33-36aa-4d9a-a3de-5292a981b4f3,a1b95f33-36aa-4d9a-a3de-5292a981b4f3,Polygon,2017-12-07T17:19:54Z,Shapefile,English,Dataset,"[u'Geoscientific Information', u'Water table']",Wisconsin Department of Natural Resources (DNR),5/28/08,2008,"[u'Wisconsin, United States']","ENVELOPE(-92.963565, -86.705596, 47.081312, 42.456)","44.768656,-89.8345805",2008
2B787204-1E94-4764-9692-6AEE9F0290A0,2B787204-1E94-4764-9692-6AEE9F0290A0,"NAIP Imagery Wisconsin, 2005",This data set contains imagery from the National Agriculture Imagery Program (NAIP). The NAIP acquires digital ortho imagery during the agricultural growing seasons in the continental U.S.. A primary goal of the NAIP program is to enable availability of ortho imagery within one year of acquisition. The NAIP provides two main products: 1 meter ground sample distance (GSD) ortho imagery rectified to a horizontal accuracy within +/- 5 meters of reference digital ortho quarter quads (DOQQ's) from the National Digital Ortho Program (NDOP) or from the National Agriculture Imagery Program (NAIP); 1 meter or 1/2 meter GSD ortho imagery rectified within +/- 6 meters to true ground. The tiling format of NAIP imagery is based on a 3.75' x 3.75' quarter quadrangle with a 300 pixel buffer on all four sides. The NAIP imagery is formatted to the UTM coordinate system using the North American Datum of 1983 (NAD83). The NAIP imagery may contain as much as 10% cloud cover per tile. This file was generated by compressing NAIP imagery that covers the county extent. Two types of compression may be used for NAIP imagery: MrSID and JPEG 2000. The target value for the compression ratio is 15:1 for the 1 meter imagery and 60:1 for the 1/2 meter imagery.,[u'USDA-FSA-APFO'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""ftp://ftp.ssec.wisc.edu/pub/wisconsinview/NAIP_2005/"",""http://schema.org/url"":""http://www.wisconsinview.org/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/2B787204-1E94-4764-9692-6AEE9F0290A0/formatters/xml""}",2B787204-1E94-4764-9692-6AEE9F0290A0,2B787204-1E94-4764-9692-6AEE9F0290A0,Raster,2017-12-07T17:20:06Z,Raster Dataset,English,Dataset,"[u'Imagery and Base Maps', u'Orthophotography', u'Aerial imagery', u'National Agricultural Imagery Program']",Wisconsin Imagery/LiDAR,9/21/05,2005,"[u'Wisconsin, United States']","ENVELOPE(-92.955616, -86.666103, 47.08304, 42.456895)","44.7699675,-89.8108595",2005
7b16f933-e991-498f-a0ab-52d2c08a3c06,7b16f933-e991-498f-a0ab-52d2c08a3c06,"Soil Characteristics, Wisconsin 2008","This layer consists of a polygon layer at 1:250,000 scale ('WI_SoilCharacteristics_2008'/'schppoly') used in preparing the GCSM, and containing information on Wisconsin soils. Stemming from the Soil Associations layer ('WI_SoilAssociations_2008'/'sasppoly') this layer consists of 4 main 'soil characteristics' categories. For the purposes of the GCSM, soil depth was considered to extend from the land surface to 5 feet below the land surface.",[u'Wisconsin Department of Natural Resources'],[u'Wisconsin Department of Natural Resources'],Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/WI_SoilCharacteristics_2008.zip"",""http://schema.org/url"":""ftp://dnrftp01.wi.gov/geodata/gcsm/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/7b16f933-e991-498f-a0ab-52d2c08a3c06/formatters/xml""}",7b16f933-e991-498f-a0ab-52d2c08a3c06,7b16f933-e991-498f-a0ab-52d2c08a3c06,Polygon,2017-12-07T17:19:54Z,Shapefile,English,Dataset,"[u'Geoscientific Information', u'Farming', u'Landscapes', u'Pedology', u'Soils', u'Soil characteristics', u'Soil types']",Wisconsin Department of Natural Resources (DNR),6/1/08,2008,"[u'Wisconsin, United States']","ENVELOPE(-92.963766, -86.70496, 47.082579, 42.457929)","44.770254,-89.834363",2008
b494f6dd-f0b3-4dbe-a0d0-e2dccc219bf6,b494f6dd-f0b3-4dbe-a0d0-e2dccc219bf6,"Fire Occurrence, Wisconsin 1982-2008",The approximate location of each fire recorded in DNR fire reports during the years 1982 through 2008.,[u'Wisconsin Department of Natural Resources'],[u'Wisconsin Department of Natural Resources'],Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/WI_FireOccurrence_2008.zip"",""http://schema.org/url"":""ftp://dnrftp01.wi.gov/geodata/forestry/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/b494f6dd-f0b3-4dbe-a0d0-e2dccc219bf6/formatters/xml""}",b494f6dd-f0b3-4dbe-a0d0-e2dccc219bf6,b494f6dd-f0b3-4dbe-a0d0-e2dccc219bf6,Point,2017-12-07T17:20:03Z,Shapefile,English,Dataset,"[u'Environment', u'Biota', u'Fires', u'Forest fires']",Wisconsin Department of Natural Resources (DNR),12/25/08,2008,"[u'Wisconsin, United States']","ENVELOPE(-92.956978, -86.892493, 47.005343, 42.475434)","44.7403885,-89.9247355",2008
ddc61410-ad7f-4753-b4b7-7d3429983729,ddc61410-ad7f-4753-b4b7-7d3429983729,"Animal Health, Wisconsin 2016","This feature dataset contains the following feature classes: 'DATCP_ANIMAL_DEALER', 'DATCP_ANIMAL_MARKET', 'DATCP_ANIMAL_TRUCKER', 'DATCP_AQUACULTURE', 'DATCP_DEER_FARM', 'DATCP_IMPORT_FEEDLOT'. It is feature dataset within the geodatabase 'DATCP_Animal_Health.gdb'. The date of all feature classes within this dataset is 1/6/16.","[u'Wisconsin Department of Agriculture, Trade, and Consumer Protection']","[u'Wisconsin Department of Agriculture, Trade, and Consumer Protection']",Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/WI_Animal_Health_2016.zip"",""http://schema.org/url"":""ftp://ftp.datcp.state.wi.us/GIS/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/ddc61410-ad7f-4753-b4b7-7d3429983729/formatters/xml""}",ddc61410-ad7f-4753-b4b7-7d3429983729,ddc61410-ad7f-4753-b4b7-7d3429983729,Point,2017-12-07T17:20:15Z,Geodatabase,English,Dataset,"[u'Farming', u'Health', u'Livestock', u'Animals']","Wisconsin Department of Agriculture, Trade, and Consumer Protection (DATCP)",1/22/16,2016,"[u'Wisconsin, United States']","ENVELOPE(-92.92146, -87.037939, 46.866082, 42.466336)","44.666209,-89.9796995",2016
ae4beddb-5e55-4349-b85d-bb7635a4e180,ae4beddb-5e55-4349-b85d-bb7635a4e180,"PLSS Quarter-Sections (Landnet), Wisconsin 1996","This data set is a polygon shapefile representing Public Land Survey System (PLSS) quarter-sections. The data are a subset of the Wisconsin DNR's 'Landnet' database, automated from 1:24,000-scale sources.",[u'Wisconsin Department of Natural Resources'],[u'Wisconsin Department of Natural Resources'],Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/WI_PLSSQSections_1996.zip"",""http://schema.org/url"":""ftp://dnrftp01.wi.gov/geodata/landnet/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/ae4beddb-5e55-4349-b85d-bb7635a4e180/formatters/xml""}",ae4beddb-5e55-4349-b85d-bb7635a4e180,ae4beddb-5e55-4349-b85d-bb7635a4e180,Polygon,2017-12-07T17:20:01Z,Shapefile,English,Dataset,"[u'Planning and Cadastral', u'Boundaries', u'Surveying', u'Public lands', u'Public land survey system']",Wisconsin Department of Natural Resources (DNR),12/25/95,1996,"[u'Wisconsin, United States']","ENVELOPE(-92.978136, -86.68877, 47.094004, 42.457505)","44.7757545,-89.833453",1996
