uuid,dc_identifier_s,dc_title_s,dc_description_s,dc_creator_sm,dc_publisher_sm,dc_rights_s,dct_provenance_s,dct_references_s,layer_id_s,layer_slug_s,layer_geom_type_s,layer_modified_dt,dc_format_s,dc_language_s,dc_type_s,dc_subject_sm,dct_isPartOf_sm,dc_source_sm,dct_issued_s,dct_temporal_sm,dct_spatial_sm,solr_geom,centroid_s,solr_year_i,thumbnail_path_ss
752d8fd2-155b-4a28-9893-fe69494f7128,752d8fd2-155b-4a28-9893-fe69494f7128,"Height Modernization (ILHMP) LiDAR Data: Jersey County, Illinois: 2011","This dataset consists of modified FEMA-grade LiDAR point cloud data for the Illinois River floodplain in the following pools: Marseilles Pool (only the portion in La Salle County) Starved Rock Pool Peoria Pool LaGrange Pool Alton Pool The contract used to acquire this data also covered the acquisition of county-wide point clouds for the following counties: Calhoun County, IL Jersey County, IL Union County, IL Alexander County, IL Perry County, MO It also covered the acquisition of floodplain wide point cloud data for the Middle Mississippi River from the confluence with the Illinois River down to the confluence with the Ohio River. The data was collected between the dates of 12/16/2009 and 12/28/2011. The program spanned multiple years and the dynamic nature of the floodplain will likely create surface inconsistencies caused by these temporal differences between flightlines of different dates. Please be aware of these differences while analyzing the data. Wilson & Company and Sanborn Map Company combined to complete acquisition and processing of the LiDAR data.","[u'Wilson & Company, Inc.']",,Public,Illinois,"{""http://schema.org/url"":""http://clearinghouse.isgs.illinois.edu/data/elevation/illinois-height-modernization-ilhmp-lidar-data"",""http://schema.org/downloadUrl"":""http://isgs.illinois.edu/clearinghouse/lidar/counties/jersey/jersey_tile_index.zip"",""urn:x-esri:serviceType:ArcGIS#ImageMapLayer"":""https://data.isgs.illinois.edu/arcgis/rest/services/Elevation/IL_Statewide_Lidar_DEM_WGS/ImageServer"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/752d8fd2-155b-4a28-9893-fe69494f7128/formatters/xml""}",752d8fd2-155b-4a28-9893-fe69494f7128,752d8fd2-155b-4a28-9893-fe69494f7128,Point,2017-12-22T17:36:41Z,Shapefile,English,Dataset,"[u'Imagery and Base Maps', u'Elevation']",Illinois Geospatial Data Clearinghouse,9a717589-8bd5-4eae-8414-48ea9d474a43,2011-01-01,2011,"[u'Jersey County, Illinois, United States', u'Illinois, United States']","ENVELOPE(-90.55, -88.32, 41.24, 36.53)","38.885,-89.435",2011,http://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/styles/dataset_image/public/Clearinghouse/data/ISGS/Elevation/images/SmallInv.jpg
e2611419-f2df-4321-92c1-b9f0b97f6ae2,e2611419-f2df-4321-92c1-b9f0b97f6ae2,"Political Townships: Illinois, 2009",This map shows political township boundaries of Illinois.,"[u'Tom Heavisides, Office of Realty and Environmental Planning']",[u'Illinois Department of Natural Resources'],Public,Illinois,"{""http://schema.org/url"":""https://clearinghouse.isgs.illinois.edu/data/infrastructure/political-townships"",""http://schema.org/downloadUrl"":""https://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/Clearinghouse/data/ISGS/Infrastructure/zips/IL_ADMIN_Political_Township.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/e2611419-f2df-4321-92c1-b9f0b97f6ae2/formatters/xml""}",e2611419-f2df-4321-92c1-b9f0b97f6ae2,e2611419-f2df-4321-92c1-b9f0b97f6ae2,Polygon,2017-12-22T17:36:43Z,Shapefile,English,Dataset,"[u'Boundaries', u'Civil divisions']",Illinois Geospatial Data Clearinghouse,,1985-01-01,1985,"[u'Illinois, United States']","ENVELOPE(-91.58050943, -87.38825182, 42.49669441, 36.9521143)","39.724404355,-89.484380625",1985,
abf0c91d-a0c2-4c57-8ce5-27fb5cfa9e8e,abf0c91d-a0c2-4c57-8ce5-27fb5cfa9e8e,"Height Modernization (ILHMP) LiDAR Data: Logan County, Illinois: 2013","Task Order:G13PD00885 Contract ID: G10PC00025 This dataset is LiDAR point cloud data and derivative models of Logan County, Illinois. The area of acquisition is approximately 618 square miles (1600 square kilometers). This dataset consists of LiDAR LAS swath files and tiled LAS files. Tiled LAS files contain LiDAR point information which has been calibrated, controlled, and classified. Tiled LAS and derived data models are named according to a tiling scheme in accordance with the conventions of the U.S. National Grid, using the coordinates at the SW corner of the tile as the tile name. Quantum Spatial Project No: 1130905","[u'Quantum Spatial, Inc.']",,Public,Illinois,"{""http://schema.org/url"":""http://clearinghouse.isgs.illinois.edu/data/elevation/illinois-height-modernization-ilhmp-lidar-data"",""http://schema.org/downloadUrl"":""http://isgs.illinois.edu/clearinghouse/lidar/counties/logan/logan_tile_index.zip"",""urn:x-esri:serviceType:ArcGIS#ImageMapLayer"":""https://data.isgs.illinois.edu/arcgis/rest/services/Elevation/IL_Statewide_Lidar_DEM_WGS/ImageServer"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/abf0c91d-a0c2-4c57-8ce5-27fb5cfa9e8e/formatters/xml""}",abf0c91d-a0c2-4c57-8ce5-27fb5cfa9e8e,abf0c91d-a0c2-4c57-8ce5-27fb5cfa9e8e,Point,2017-12-22T17:36:37Z,Shapefile,English,Dataset,"[u'Elevation', u'Imagery and Base Maps']",Illinois Geospatial Data Clearinghouse,9a717589-8bd5-4eae-8414-48ea9d474a43,2014-06-09,2013,"[u'Logan County, Illinois, United States', u'Illinois, United States']","ENVELOPE(-89.606, -89.141, 40.327, 39.916)","40.1215,-89.3735",2013,http://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/styles/dataset_image/public/Clearinghouse/data/ISGS/Elevation/images/SmallInv.jpg
87955941-3b05-4118-9844-26a19ee379c2,87955941-3b05-4118-9844-26a19ee379c2,"Height Modernization (ILHMP) LiDAR Data: Stark County, Illinois: 2012","This task order is for planning, acquisition, processing, and derivative products of LiDAR data to be collected for areas of Illinois. LiDAR data, and derivative products produced in compliance with this task order are part of the data to be obtained under Job Number P-94-025-10. Specifications listed below are based on the U.S. Geological Survey National Geospatial Program Base LiDAR Specification, Version 13.","[u'AeroMetric, Inc.']","[u'AeroMetric, Inc.']",Public,Illinois,"{""http://schema.org/url"":""http://clearinghouse.isgs.illinois.edu/data/elevation/illinois-height-modernization-ilhmp-lidar-data"",""http://schema.org/downloadUrl"":""http://isgs.illinois.edu/clearinghouse/lidar/counties/stark/stark_tile_index.zip"",""urn:x-esri:serviceType:ArcGIS#ImageMapLayer"":""https://data.isgs.illinois.edu/arcgis/rest/services/Elevation/IL_Statewide_Lidar_DEM_WGS/ImageServer"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/87955941-3b05-4118-9844-26a19ee379c2/formatters/xml""}",87955941-3b05-4118-9844-26a19ee379c2,87955941-3b05-4118-9844-26a19ee379c2,Mixed,2017-12-22T17:36:24Z,Shapefile,English,Dataset,"[u'Imagery and Base Maps', u'Elevation']",Illinois Geospatial Data Clearinghouse,9a717589-8bd5-4eae-8414-48ea9d474a43,2013-03-28,2011-2012,"[u'Stark County, Illinois, United States', u'Illinois, United States']","ENVELOPE(-89.987, -89.636, 41.237, 40.973)","41.105,-89.8115",2011,http://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/styles/dataset_image/public/Clearinghouse/data/ISGS/Elevation/images/SmallInv.jpg
d5edede8-1e90-4f09-8139-e5be2c81dca9,d5edede8-1e90-4f09-8139-e5be2c81dca9,"Height Modernization (ILHMP) LiDAR Data: Pope County, Illinois: 2014","This dataset is LiDAR point cloud data and derivative models of Hardin County and Pope County, Illinois. The area of acquisition is approximately 710 square miles (1838 square kilometers) in southern Illinois bordering the Ohio River. Data was collected at a nominal pulse spacing (NPS) of 0.7 meter with a contractual point spacing of 1 point per square meter. Data acquisition, processing and assessment is compliant with procedures and methods stated in U.S. Geological Survey National Geospatial Program LiDAR Base Specification Version 1.0 and Federal Emergency Management Agency Procedure Memorandum 61. This dataset consists of LiDAR LAS swath files and tiled LAS files. Tiled LAS files contain LiDAR point information which has been calibrated, controlled, and classified. Tiled LAS and derived data models are named according to the coordinates at the south west corner of the tile. Quantum Spatial Project No: 1140308","[u'Quantum Spatial, Inc.']",,Public,Illinois,"{""http://schema.org/url"":""http://clearinghouse.isgs.illinois.edu/data/elevation/illinois-height-modernization-ilhmp-lidar-data"",""http://schema.org/downloadUrl"":""http://isgs.illinois.edu/clearinghouse/lidar/counties/pope/pope_tile_index.zip"",""urn:x-esri:serviceType:ArcGIS#ImageMapLayer"":""https://data.isgs.illinois.edu/arcgis/rest/services/Elevation/IL_Statewide_Lidar_DEM_WGS/ImageServer"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/d5edede8-1e90-4f09-8139-e5be2c81dca9/formatters/xml""}",d5edede8-1e90-4f09-8139-e5be2c81dca9,d5edede8-1e90-4f09-8139-e5be2c81dca9,Point,2017-12-22T17:36:30Z,Shapefile,English,Dataset,"[u'Elevation', u'Imagery and Base Maps']",Illinois Geospatial Data Clearinghouse,9a717589-8bd5-4eae-8414-48ea9d474a43,2014-06-27,2014,"[u'Pope County, Illinois, United States', u'Illinois, United States']","ENVELOPE(-88.72, -88.049, 37.612, 37.04)","37.326,-88.3845",2014,http://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/styles/dataset_image/public/Clearinghouse/data/ISGS/Elevation/images/SmallInv.jpg
81857790-f77d-4aaf-ae9e-d39ea8ac83bb,81857790-f77d-4aaf-ae9e-d39ea8ac83bb,"Height Modernization (ILHMP) LiDAR Data: Sangamon River, Illinois: 2012","Ground Control is collected throughout the AOI for use in the processing of LiDAR data to ensure data accurately represents the ground surface. QA/QC checkpoints, (FVA and CVA - see Ground Control process step for further information) also collected throughout the AOI, are used for independent quality checks of the processed LiDAR data. LiDAR acquisition products include Pre- and Post- flight reports which contain information on the flightlines, equipment parameters, and other pertinant acquisition details. The LiDAR product is considered to be point cloud data and consists of 1500mx1500m tiles of LAS points which are partially classified such that the bare earth points can be calibrated to the ground surface and tested via the independent QC to ensure the ground surface is accurately represented. The Bare Earth deliverables consists of tiles of fully classified LAS points. A full narrative accompanies this deliverable, as well as the independent QC report.",[u'Federal Emergency Management Agency'],[u'Federal Emergency Management Agency'],Public,Illinois,"{""http://schema.org/url"":""http://clearinghouse.isgs.illinois.edu/data/elevation/illinois-height-modernization-ilhmp-lidar-data"",""http://schema.org/downloadUrl"":""http://isgs.illinois.edu/clearinghouse/lidar/project-areas/SangamonRiver/SangamonRiver_TileIndex.zip"",""urn:x-esri:serviceType:ArcGIS#ImageMapLayer"":""https://data.isgs.illinois.edu/arcgis/rest/services/Elevation/IL_Statewide_Lidar_DEM_WGS/ImageServer"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/81857790-f77d-4aaf-ae9e-d39ea8ac83bb/formatters/xml""}",81857790-f77d-4aaf-ae9e-d39ea8ac83bb,81857790-f77d-4aaf-ae9e-d39ea8ac83bb,Mixed,2017-12-22T17:36:43Z,Shapefile,English,Dataset,"[u'Elevation', u'Imagery and Base Maps']",Illinois Geospatial Data Clearinghouse,9a717589-8bd5-4eae-8414-48ea9d474a43,2012-05-14,2012,"[u'Sangamon River, Illinois, United States', u'Illinois, United States']","ENVELOPE(-89.574635, -89.207407, 39.853834, 39.724709)","39.7892715,-89.391021",2012,http://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/styles/dataset_image/public/Clearinghouse/data/ISGS/Elevation/images/SmallInv.jpg
8188af78-639b-4e02-ae9b-1c35a423322d,8188af78-639b-4e02-ae9b-1c35a423322d,"Public Land Survey System (PLSS) Boundaries: Illinois, 2003","This data set contains Illinois Public Land Survey System (PLSS) boundaries and designations in line and polygon feature classes. THESE DATA HAVE POSITIONAL INACCURACY OF UP TO 600 FEET IN SOME AREAS OF THE STATE. THEY ARE NOT TO BE USED AT SCALES GREATER THAN 1:62,500. THE DATA ARE NOT APPROPRIATE AS A GEODETIC, LEGAL OR ENGINEERING BASE. The polygon attribute data include meridian, township, range, section and county number (FIPS) designations. The line attributes indicate line type, including the state line, county lines, township and range lines, section lines, Indian treaty boundaries, base lines, principal meridians, and boundaries between areas mapped from different principal meridians. The nominal scale is 1:62,500. As of 2003, the data are typically distributed in geographic coordinates (longitude and latitude), decimal degrees, and the North American Datum (NAD) of 1983, and this is the default spatial reference of the ArcSDE feature dataset in which the data are stored. The data were originally developed, however, in a custom Lambert Conformal Conic projection and were distributed in that coordinate system for several years. The data were digitized in the late 1960s, early 1970s, and in 1984-85 from 7.5- and 15-minute USGS topographic quadrangles. Errors in the location of a given feature are dependent on the accuracy of the original maps and on the accuracy of digitizing. Estimates are that features have an average locational error of approximately plus/minus 100 feet. Some areas of the state have a locational error of approximately 600 feet. In areas of French colonization land grants, where PLSS sections were not actually surveyed, sections and section lines have been added (estimated). A graphic overview of the township and range system in Illinois is included in the file c451.pdf",[u'Illinois State Geological Survey'],[u'Illinois State Geological Survey'],Public,Illinois,"{""http://schema.org/url"":""https://clearinghouse.isgs.illinois.edu/data/reference/illinois-public-land-survey-system-plss-boundaries"",""http://schema.org/downloadUrl"":""https://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/Clearinghouse/data/ISGS/Reference/zips/IL_PLSS_Sections.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://data.isgs.illinois.edu/arcgis/rest/services/Reference/PLSS_Sections/MapServer"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/8188af78-639b-4e02-ae9b-1c35a423322d/formatters/xml""}",8188af78-639b-4e02-ae9b-1c35a423322d,8188af78-639b-4e02-ae9b-1c35a423322d,Mixed,2017-12-22T17:36:26Z,Shapefile,English,Dataset,"[u'Boundaries', u'Planning cadastre', u'Public land survey system']",Illinois Geospatial Data Clearinghouse,,2003-04-01,1968-1979,"[u'Illinois, United States']","ENVELOPE(-91.4244, -87.384, 42.4951, 36.954)","39.72455,-89.4042",1968,
4dbf860e-1367-426c-88dd-2f1e0c34aeac,4dbf860e-1367-426c-88dd-2f1e0c34aeac,"Quaternary Deposits: Illinois, 1996","This feature dataset is a generalized version of Quaternary Deposits of Illinois. Updated to reflect the areal distribution of the Wedron and Mason Groups (Wisconsin and Hudson Episodes) and deposits of the Illinoian and pre-Illinoian episodes in Illinois as described in ISGS Bulletin 104. Episodes are diachronic temporal units. Refer to the primary sources for more information. Scale is 1:2,500,000.",[u'Barb Stiff'],[u'Illinois State Geological Survey'],Public,Illinois,"{""http://schema.org/url"":""https://clearinghouse.isgs.illinois.edu/data/geology/quaternary-deposits-1996"",""http://schema.org/downloadUrl"":""https://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/Clearinghouse/data/ISGS/Geology/zips/IL_Quat_Units_2500K_1996.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/4dbf860e-1367-426c-88dd-2f1e0c34aeac/formatters/xml""}",4dbf860e-1367-426c-88dd-2f1e0c34aeac,4dbf860e-1367-426c-88dd-2f1e0c34aeac,Mixed,2017-12-22T17:36:37Z,Shapefile,English,Dataset,"[u'Geoscientific Information', u'Geology']",Illinois Geospatial Data Clearinghouse,,1996-01-01,1996,"[u'Illinois, United States']","ENVELOPE(-91.5826823, -87.38401652, 42.49563968, 36.95351896)","39.72457932,-89.48334941",1996,
8000c315-1a20-4f7d-9d76-51a14a27d018,8000c315-1a20-4f7d-9d76-51a14a27d018,"Height Modernization (ILHMP) LiDAR Data: River and Mississippi River South, Illinois: 2011","This dataset consists of modified FEMA-grade LiDAR point cloud data for the Illinois River floodplain in the following pools: Marseilles Pool (only the portion in La Salle County) Starved Rock Pool Peoria Pool LaGrange Pool Alton Pool The contract used to acquire this data also covered the acquisition of county-wide point clouds for the following counties: Calhoun County, IL Jersey County, IL Union County, IL Alexander County, IL Perry County, MO It also covered the acquisition of floodplain wide point cloud data for the Middle Mississippi River from the confluence with the Illinois River down to the confluence with the Ohio River. The data was collected between the dates of 12/16/2009 and 12/28/2011. The program spanned multiple years and the dynamic nature of the floodplain will likely create surface inconsistencies caused by these temporal differences between flightlines of different dates. Please be aware of these differences while analyzing the data. Wilson & Company and Sanborn Map Company combined to complete acquisition and processing of the LiDAR data.","[u'Wilson & Company, Inc.']",,Public,Illinois,"{""http://schema.org/url"":""http://clearinghouse.isgs.illinois.edu/data/elevation/illinois-height-modernization-ilhmp-lidar-data"",""http://schema.org/downloadUrl"":""http://isgs.illinois.edu/clearinghouse/lidar/project-areas/IllinoisRiver_MissRiverSouth/MissRiver_SouthernTileIndex.zip"",""urn:x-esri:serviceType:ArcGIS#ImageMapLayer"":""https://data.isgs.illinois.edu/arcgis/rest/services/Elevation/IL_Statewide_Lidar_DEM_WGS/ImageServer"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/8000c315-1a20-4f7d-9d76-51a14a27d018/formatters/xml""}",8000c315-1a20-4f7d-9d76-51a14a27d018,8000c315-1a20-4f7d-9d76-51a14a27d018,Point,2017-12-22T17:36:27Z,Shapefile,English,Dataset,"[u'Imagery and Base Maps', u'Elevation']",Illinois Geospatial Data Clearinghouse,9a717589-8bd5-4eae-8414-48ea9d474a43,2010-12-30,2010,"[u'Illinois, United States River, Illinois, United States', u'Illinois, United States']","ENVELOPE(-90.55, -88.32, 41.24, 36.53)","38.885,-89.435",2010,http://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/styles/dataset_image/public/Clearinghouse/data/ISGS/Elevation/images/SmallInv.jpg
550ba29d-f514-4e00-831f-3c508a6eccb2,550ba29d-f514-4e00-831f-3c508a6eccb2,"Height Modernization (ILHMP) LiDAR Data: Williamson County, Illinois: 2011","QA/QC checkpoints were collected by field survey throughout the AOI. These points were used for an independent (blind) quality check of the processed LiDAR data. LiDAR acquisition and processing to the Point Cloud product took place during the 2010 fall flight season. See MIP Case 11-05-2219S for further information and documentation. Processing to the fully classified dataset took place under the FY11 tasking. The deliverable consists of tiles of fully classified LAS 1.2 points. A narrative accompanies this deliverable, as well as the independent QC report, and a QA report.",[u'Federal Emergency Management Agency'],[u'Federal Emergency Management Agency'],Public,Illinois,"{""http://schema.org/url"":""http://clearinghouse.isgs.illinois.edu/data/elevation/illinois-height-modernization-ilhmp-lidar-data"",""http://schema.org/downloadUrl"":""http://isgs.illinois.edu/clearinghouse/lidar/counties/williamson/williamson_tile_index.zip"",""urn:x-esri:serviceType:ArcGIS#ImageMapLayer"":""https://data.isgs.illinois.edu/arcgis/rest/services/Elevation/IL_Statewide_Lidar_DEM_WGS/ImageServer"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/550ba29d-f514-4e00-831f-3c508a6eccb2/formatters/xml""}",550ba29d-f514-4e00-831f-3c508a6eccb2,550ba29d-f514-4e00-831f-3c508a6eccb2,Mixed,2017-12-22T17:36:39Z,Shapefile,English,Dataset,"[u'Elevation', u'Imagery and Base Maps']",Illinois Geospatial Data Clearinghouse,9a717589-8bd5-4eae-8414-48ea9d474a43,2012-04-30,2012,"[u'Williamson County, Illinois, United States', u'Illinois, United States']","ENVELOPE(-88.232284, -87.041088, 39.790729, 37.640155)","38.715442,-87.636686",2012,http://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/styles/dataset_image/public/Clearinghouse/data/ISGS/Elevation/images/SmallInv.jpg
a69fba7b-022e-4aff-8229-1347e10b8527,a69fba7b-022e-4aff-8229-1347e10b8527,"Height Modernization (ILHMP) LiDAR Data: Jefferson County, Illinois: 2012","The LiDAR data for this Jefferson County, Illinois auto-generated 2 foot contours project was acquired on March 09, & March 10, 2012 with a Leica Aerial LiDAR Sensor. The LiDAR data was delivered in 632 LAS tiles and 12 blocks of 2foot contour data in .dwg file format. The project coordinates are in Illinois State Plane, East Zone, North American Datum (NAD) 1983 with the elevations based on Mean Sea Level (MSL) North American Vertical Datum (NAVD) of 1988.",[u'The Sidwell Company'],,Public,Illinois,"{""http://schema.org/url"":""http://clearinghouse.isgs.illinois.edu/data/elevation/illinois-height-modernization-ilhmp-lidar-data"",""urn:x-esri:serviceType:ArcGIS#ImageMapLayer"":""https://data.isgs.illinois.edu/arcgis/rest/services/Elevation/IL_Statewide_Lidar_DEM_WGS/ImageServer"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/a69fba7b-022e-4aff-8229-1347e10b8527/formatters/xml""}",a69fba7b-022e-4aff-8229-1347e10b8527,a69fba7b-022e-4aff-8229-1347e10b8527,Mixed,2017-12-22T17:36:25Z,Shapefile,English,Dataset,"[u'Imagery and Base Maps', u'Elevation']",Illinois Geospatial Data Clearinghouse,9a717589-8bd5-4eae-8414-48ea9d474a43,2012-01-02,2012,"[u'Jefferson County, Illinois, United States', u'Illinois, United States']","ENVELOPE(-91.349666, -91.34246, 39.758308, 39.752746)","39.755527,-91.346063",2012,http://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/styles/dataset_image/public/Clearinghouse/data/ISGS/Elevation/images/SmallInv.jpg
d6755a94-8fd5-469b-a3b6-10abe67fc180,d6755a94-8fd5-469b-a3b6-10abe67fc180,"Streams and Shorelines: Illinois, 2004","This dataset contains data representing streams and shorelines in Illinois and portions of surrounding states as derived from US Geological Survey 1:100,000-scale Digital Line Graph files, hydrography layer, 1980-1986. This includes all the DLG streams data that ISGS/IDNR customarily stored by county prior to 2004. Polygon topology is not included (i.e. Lakes can not be identified or shaded). Many class 1 streams are not included. Edgematching and generation of polygon topology for lakes and large rivers is incomplete. Publication dates of the USGS maps used as sources range from 1980 to 1986. The maximum estimated error in horizontal position based on National Map Accuracy Standards is 167 feet. Experience shows that actual locational error appears to be greater, especially in localized areas. Attributes include feature type and coincidence, among others. The data are stored in geographic coordinates, NAD83. These data have not been updated since 1986 (except in one isolated instance), nor are there plans to do so. Accordingly, these data are for general reference and cartographic use. This is a legacy dataset made available as a convenience. The data are not suitable for showing all local streams or shorelines at a large scale for any given area. These data can be considered to be essentially out of date and unmaintained. These data and most of the accompanying metadata were originally developed and maintained under the auspices of the Illinois Geographic Information System (IGIS) initiative (circa 1986). Maintenance of the metadata was transferred to ISGS circa 1996.",[u'Illinois Department of Natural Resources'],[u'Illinois State Geological Survey'],Public,Illinois,"{""http://schema.org/url"":""https://clearinghouse.isgs.illinois.edu/data/hydrology/streams-and-shorelines"",""http://schema.org/downloadUrl"":""https://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/Clearinghouse/data/ISGS/Hydrology/zips/IL_Streams_From_100K_DLG_Ln.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/d6755a94-8fd5-469b-a3b6-10abe67fc180/formatters/xml""}",d6755a94-8fd5-469b-a3b6-10abe67fc180,d6755a94-8fd5-469b-a3b6-10abe67fc180,Polygon,2017-12-22T17:36:53Z,Shapefile,English,Dataset,"[u'Imagery and Base Maps', u'Hydrology', u'Streams']",Illinois Geospatial Data Clearinghouse,,1994-01-01,1994,"[u'Illinois, United States']","ENVELOPE(-91.51186, -87.49583, 42.500016, 37.000043)","39.7500295,-89.503845",1994,
45dcf66a-9416-4518-92bb-8ff266864f18,45dcf66a-9416-4518-92bb-8ff266864f18,"Illinois Height Modernization (ILHMP): LiDAR Data: Madison County, Illinois 2014","This dataset is LiDAR point cloud data and derivative models of Madison County, Illinois. Madison County is approximately 904 square miles in south western Illinois bordering the Mississippi River. The contractual point spacing was to be 1.0 points per square meter, the data collection came in at a nominal pulse spacing (NPS) of 0.7 meter. Data acquisition, processing and assessment is compliant with procedures and methods stated in U.S. Geological Survey National Geospatial Program LiDAR Base Specification Version 1.0 and Federal Emergency Management Agency Procedure Memorandum 61. This dataset consists of LiDAR LAS swath files and tiled LAS files. Tiled LAS files contain LiDAR point information which has been calibrated, controlled, and classified. Tiled LAS and derived data models are named according to the coordinates at the south west corner of the tile. Quantum Spatial Project No: 1140309","[u'Quantum Spatial, Inc.']",,Public,Illinois,"{""http://schema.org/url"":""http://clearinghouse.isgs.illinois.edu/data/elevation/illinois-height-modernization-ilhmp-lidar-data"",""http://schema.org/downloadUrl"":""http://isgs.illinois.edu/clearinghouse/lidar/counties/madison/madison_tile_index.zip"",""urn:x-esri:serviceType:ArcGIS#ImageMapLayer"":""https://data.isgs.illinois.edu/arcgis/rest/services/Elevation/IL_Statewide_Lidar_DEM_WGS/ImageServer"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/45dcf66a-9416-4518-92bb-8ff266864f18/formatters/xml""}",45dcf66a-9416-4518-92bb-8ff266864f18,45dcf66a-9416-4518-92bb-8ff266864f18,Point,2017-12-22T17:36:44Z,Shapefile,English,Dataset,[u'Elevation'],Illinois Geospatial Data Clearinghouse,9a717589-8bd5-4eae-8414-48ea9d474a43,2014-06-21,2014,"[u'Madison County, Illinois, United States', u'Illinois, United States']","ENVELOPE(-90.277, -89.596, 39.653, 39.004)","39.3285,-89.9365",2014,http://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/styles/dataset_image/public/Clearinghouse/data/ISGS/Elevation/images/SmallInv.jpg
9a717589-8bd5-4eae-8414-48ea9d474a43,9a717589-8bd5-4eae-8414-48ea9d474a43,Height Modernization (ILHMP) LiDAR Data: Illinois,"This Digital Terrain Model (DTM) data was produced all or in part from LiDAR information as of 2015. The LiDAR derived DTM covers Bond County, Illinois and include inland streams, rivers, lakes ponds and tidal features. These data are appropriate for use in local and regional analysis. This data set has a vertical accuracy of 6.24 centimeters RMSEz, horizontal accuracy of 0.6 meters and point spacing of 0.89 meters. Digital Elevation Models (including terrain and surface models) are raster data sets created from whole LiDAR point cloud data sets (LAS files). The LAS files are the standard LiDAR file format which contains the raw point cloud data, these data are normally classified and distinguished between points on the ground, water or elevated features such as buildings, trees, towers, bridges, etc.. These LAS files are processed into elevation models to create gridded rasters. The first returns can be used to map the top reflective surface (Digital Surface Models - DSM), these normally include open terrain areas, as well as the tops of buildings, trees, towers, and other features elevated above the bare earth. The last returns are used to map the bare-earth terrain (Digital Terrain Models - DTM), these are normally produced with irregularly-spaced points rather than the uniform grid structure of a Digital Elevation Model (DEM), Digital Terrain Models will often include breaklines to help define edges of water bodies.",,,Public,Illinois,"{""http://schema.org/url"":""http://clearinghouse.isgs.illinois.edu/data/elevation/illinois-height-modernization-ilhmp-lidar-data"",""urn:x-esri:serviceType:ArcGIS#ImageMapLayer"":""https://data.isgs.illinois.edu/arcgis/rest/services/Elevation/IL_Statewide_Lidar_DEM_WGS/ImageServer"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/9a717589-8bd5-4eae-8414-48ea9d474a43/formatters/xml""}",9a717589-8bd5-4eae-8414-48ea9d474a43,9a717589-8bd5-4eae-8414-48ea9d474a43,Mixed,2017-12-22T17:36:27Z,Shapefile,English,Dataset,"[u'Imagery and Base Maps', u'Elevation']",Illinois Geospatial Data Clearinghouse,,2014-12-30,,"[u'Illinois, United States']","ENVELOPE(-91.513079, -87.019935, 42.508338, 36.970298)","39.739318,-89.266507",2014,http://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/styles/dataset_image/public/Clearinghouse/data/ISGS/Elevation/images/SmallInv.jpg
