dc_identifier_s,dc_title_s,dc_description_s,dc_rights_s,dc_format_s,dc_language_s,dc_type_s,dc_publisher_sm__-,dc_creator_sm,dc_subject_sm,dct_provenance_s,dct_references_s,dct_isPartOf_sm,dct_issued_s,dct_temporal_sm__-,dct_spatial_sm,dc_relation_sm,thumbnail_path_ss,layer_slug_s,layer_geom_type_s,layer_modified_dt,centroid_s,solr_geom,solr_year_i
69e2dc41-d302-41ea-ab75-a408388ca796,"Huebinger’s map and guide for Blue Grass Road: Council Bluffs, Burlington Ft. Madison, Muscatine, 1912","""Huebinger’s map and guide for Blue Grass Road: a model dirt road through the famous Blue Grass Belt of Iowa""--Title cover. Descriptive essays of towns: Omaha -- Glenwood -- Malvern -- Hastings -- Emerson -- Red Oak -- Stanton -- Villisca -- Nodaway -- Corning -- Kent -- Creston -- Afton -- Russell -- Melrose -- Albia -- Ottumwa -- Fairfield -- Birmingham -- Burlington -- Denmark -- Fort Madison. Index, p. 48.; 1 atlas (134 p.): ill., maps, ports.; 13 x 20 cm. Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City) State Historical Society of Iowa (Des Moines)",Public,JPEG,eng,Image,Iowa Publishing Co.,"Huebinger, M. (Melchior)",Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/10414""}",Iowa Counties Historic Atlases,1912,1912,"Iowa, United States",http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/10414,69e2dc41-d302-41ea-ab75-a408388ca796,Paper Map,2017-12-8T15:0:27Z,"41.9383165,-93.389773","ENVELOPE(-96.639485, -90.140061, 43.501196, 40.375437)",1912
27bd2554-4a1e-4bc0-a285-d0f94403d253,"Atlas of Clinton County, Iowa, 1925","(Anderson Publishing Co., 1925, Atlas of Clinton County, Iowa); 1 atlas: b&w; 31 X 41 cm. No commercial reproduction or distribution of this file is permitted without permission. State Historical Society of Iowa (Iowa City)",Public,JPEG,eng,Image,Anderson Publishing Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/10267""}",Iowa Counties Historic Atlases,1925,1925,"Clinton County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4852032|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/10267,27bd2554-4a1e-4bc0-a285-d0f94403d253,Paper Map,2017-12-8T15:0:27Z,"41.8810157776,-90.5196647644","ENVELOPE(-90.9000167847, -90.1393127441, 42.0339622498, 41.7280693054)",1925
d2b1194a-9b95-49ac-a854-b8a2b2c79cba,"New Sectional Atlas of Jones County, Iowa, 1877","(O. Burlingame C.E., 1877, New Sectional Atlas of Jones County, Iowa); 1 atlas: b&w.; 36 X 40 cm. Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City)",Public,JPEG,eng,Image,O. Burlingame C.E.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/10085""}",Iowa Counties Historic Atlases,1877,1877,"Jones County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4862800|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/10085,d2b1194a-9b95-49ac-a854-b8a2b2c79cba,Paper Map,2017-12-8T15:0:27Z,"42.12174987795,-91.13263320925","ENVELOPE(-91.3669128418, -90.8983535767, 42.2963752747, 41.9471244812)",1877
55f27f0f-c263-4b98-9c1f-7e3698af3e5b,"Standard Atlas of Lee County, Iowa, 1916","(Geo. A. Ogle & Co., 1916, Standard Atlas of Lee County, Iowa); 1 atlas: b&w.; 39 X 45 cm. Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City)",Public,JPEG,eng,Image,Geo. A. Ogle & Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/10062""}",Iowa Counties Historic Atlases,1916,1916,"Lee County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4864395|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/10062,55f27f0f-c263-4b98-9c1f-7e3698af3e5b,Paper Map,2017-12-8T15:0:27Z,"40.5940246582,-91.41638565065","ENVELOPE(-91.7205810547, -91.1121902466, 40.8135070801, 40.3745422363)",1916
477e80cf-adaa-48fd-b3e8-663245adb71c,"Atlas of Cedar County, Iowa, 1916","(Anderson Publishing Co., 1916, Atlas of Cedar County, Iowa); 1 atlas: b&w.; 39 X 46 cm. Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City)",Public,JPEG,eng,Image,Anderson Publishing Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/9986""}",Iowa Counties Historic Atlases,1916,1916,"Cedar County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4850676|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/9986,477e80cf-adaa-48fd-b3e8-663245adb71c,Paper Map,2017-12-8T15:0:28Z,"41.7728481293,-91.13370513915","ENVELOPE(-91.367729187, -90.8996810913, 41.9482650757, 41.5974311829)",1916
2d50d9cb-82ae-421a-8717-b300da53fecd,"Atlas and Plat Book of Marion County, Iowa, 1917","(Knoxville Journal, 1917, Atlas and Plat Book of Marion County, Iowa); 1 atlas: b&w.; 31 X 41 cm. Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City)",Public,JPEG,eng,Image,Knoxville Journal,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/9936""}",Iowa Counties Historic Atlases,1917,1917,"Marion County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4866274|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/9936,2d50d9cb-82ae-421a-8717-b300da53fecd,Paper Map,2017-12-8T15:0:28Z,"41.3335514069,-93.10076904295","ENVELOPE(-93.3305740356, -92.8709640503, 41.5082740784, 41.1588287354)",1917
862b8c7f-b175-4fde-9614-b9f7e1c7dadd,"Atlas and Directory of Rural Taxpayers of Linn County, Iowa, 1914","(Wingert & Leefers Publishing Co., 1914, Atlas and Directory of Rural Taxpayers of Linn County, Iowa); 1 atlas: b&w.; 29 X 39 cm. Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City)",Public,JPEG,eng,Image,Wingert & Leefers Publishing Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/9897""}",Iowa Counties Historic Atlases,1914,1914,"Linn County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4864924|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/9897,862b8c7f-b175-4fde-9614-b9f7e1c7dadd,Paper Map,2017-12-8T15:0:28Z,"42.0794944763,-91.5995635986","ENVELOPE(-91.8342285156, -91.3648986816, 42.2986755371, 41.8603134155)",1914
33329dda-aa9d-4529-8efa-c5c638c45d2e,"Plat Book of Fremont County, Iowa, 1891","(North West Publishing Co., 1891, Plat Book of Fremont County, Iowa); 1 atlas: b&w; 42 X 48 cm. Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City)",Public,JPEG,eng,Image,North West Publishing Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/9840""}",Iowa Counties Historic Atlases,1891,1891,"Fremont County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4857806|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/9840,33329dda-aa9d-4529-8efa-c5c638c45d2e,Paper Map,2017-12-8T15:0:28Z,"40.7417640686,-95.6294937134","ENVELOPE(-95.8883132935, -95.3706741333, 40.90234375, 40.5811843872)",1891
e99915e6-84be-42f4-88d5-2c62dea4ca38,"Atlas and Plat Book of Jasper County, Iowa, 1914","(The Kenyon Company, 1814, Atlas and Plat Book of Jasper County, Iowa); 1 atlas: b&w.; 31 X 41 cm. Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City)",Public,JPEG,eng,Image,"Kenyon Company (Des Moines, Iowa)",,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/9818""}",Iowa Counties Historic Atlases,1914,1914,"Jasper County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4862456|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/9818,e99915e6-84be-42f4-88d5-2c62dea4ca38,Paper Map,2017-12-8T15:0:28Z,"41.68489456175,-93.0533943176","ENVELOPE(-93.3503952026, -92.7563934326, 41.8624305725, 41.507358551)",1914
06d7df51-70ca-4a74-aebd-792c41bc2eec,"Standard Atlas of Clayton County, Iowa, 1902","(Geo. A. Ogle & Co., 1902, Standard Atlas of Clayton County, Iowa); 1 atlas: b&w.; 39 X 45 cm. Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City)",Public,JPEG,eng,Image,Geo. A. Ogle & Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/9755""}",Iowa Counties Historic Atlases,1902,1902,"Clayton County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4851902|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/9755,06d7df51-70ca-4a74-aebd-792c41bc2eec,Paper Map,2017-12-8T15:0:29Z,"42.8626976013,-91.2510032654","ENVELOPE(-91.6060333252, -90.8959732056, 43.0817070007, 42.6436882019)",1902
b7939794-3134-4416-9579-fa3f5bac800d,"Combination Atlas Map of Henry County, Iowa, 1870","(Thompson & Everts, 1870, Combination Atlas Map of Henry County, Iowa); 1 atlas: b&w.; 38 X 44 cm. Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City)",Public,JPEG,eng,Image,Thompson & Everts,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/9695""}",Iowa Counties Historic Atlases,1870,1870,"Henry County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4860353|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/9695,b7939794-3134-4416-9579-fa3f5bac800d,Paper Map,2017-12-8T15:0:29Z,"40.9876747131,-91.5452537537","ENVELOPE(-91.7192153931, -91.3712921143, 41.1630477905, 40.8123016357)",1870
f54cbf44-6a39-464c-a0a5-a5b29e01994c,"Atlas of Harrison County, Iowa, 1922","(Anderson Publishing Co., 1922, Atlas of Harrison County, Iowa); 1 atlas: b&w.; 39 X 45 cm. Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City)",Public,JPEG,eng,Image,Anderson Publishing Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/9660""}",Iowa Counties Historic Atlases,1922,1922,"Harrison County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4859901|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/9660,f54cbf44-6a39-464c-a0a5-a5b29e01994c,Paper Map,2017-12-8T15:0:29Z,"41.6853504181,-95.81665039065","ENVELOPE(-96.1364593506, -95.4968414307, 41.865650177, 41.5050506592)",1922
b221c3e2-93d8-4983-b0be-e8be1afd2413,"Standard Atlas of Wapello County, Iowa, 1908","(Geo. A. Ogle & Co., 1908, Standard Atlas of Wapello County, Iowa); 1 atlas: b&w; 40 X 46 cm. Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City)",Public,JPEG,eng,Image,Geo. A. Ogle & Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/9596""}",Iowa Counties Historic Atlases,1908,1908,"Wapello County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4880625|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/9596,b221c3e2-93d8-4983-b0be-e8be1afd2413,Paper Map,2017-12-8T15:0:29Z,"41.02979660035,-92.41194534305","ENVELOPE(-92.6441345215, -92.1797561646, 41.1616897583, 40.8979034424)",1908
0fcbe4b1-27eb-4cbf-bcab-9024a0d303ed,"Standard Atlas of Clay County, Iowa, 1909","(Geo. A. Ogle & Co., 1909, Standard Atlas of Clay County, Iowa); 1 atlas: b&w.; 41 X 46 cm. Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City)",Public,JPEG,eng,Image,Geo. A. Ogle & Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/9538""}",Iowa Counties Historic Atlases,1909,1909,"Clay County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4851866|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/9538,0fcbe4b1-27eb-4cbf-bcab-9024a0d303ed,Paper Map,2017-12-8T15:0:29Z,"43.0822467804,-95.1506729126","ENVELOPE(-95.3881607056, -94.9131851196, 43.256023407, 42.9084701538)",1909
c9c611cf-7f6d-4404-af48-1f1e6cf82641,"Atlas of Taylor County and the World, 1923","(Anderson Publishing Co., 1923, Atlas of Taylor County and the World); 1 atlas: b&w; 31 X 42 cm. No commercial reproduction or distribution of this file is permitted without permission. University of Iowa. Libraries. Map Collection",Public,JPEG,eng,Image,Anderson Publishing Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/9485""}",Iowa Counties Historic Atlases,1923,1923,"Taylor County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4878273|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/9485,c9c611cf-7f6d-4404-af48-1f1e6cf82641,Paper Map,2017-12-8T15:0:29Z,"40.73559761045,-94.7016029358","ENVELOPE(-94.9309082031, -94.4722976685, 40.9009132385, 40.5702819824)",1923
f6a308e0-1996-484a-a6e9-64b687ed9e8b,"Plat Book of Clayton County, Iowa, 1886","(Warner & Foote Publishing Co., 1886, Plat Book of Clayton County, Iowa); 1 atlas: b&w.; 40 X 46 cm. Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City)",Public,JPEG,eng,Image,Warner & Foote,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/9312""}",Iowa Counties Historic Atlases,1886,1886,"Clayton County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4851902|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/9312,f6a308e0-1996-484a-a6e9-64b687ed9e8b,Paper Map,2017-12-8T15:0:30Z,"42.8626976013,-91.2510032654","ENVELOPE(-91.6060333252, -90.8959732056, 43.0817070007, 42.6436882019)",1886
8ad67139-cfa3-4c95-a165-b612b4d32785,"Plat Book of Page County, Iowa, 1902","(North West Publishing Co., 1902, Plat Book of Page County, Iowa); 1 atlas: b&w; 40 X 48 cm. Material in the public domain. No restrictions on use. University of Iowa. Libraries. Map Collection",Public,JPEG,eng,Image,North West Publishing Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/9267""}",Iowa Counties Historic Atlases,1902,1902,"Page County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4870567|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/9267,8ad67139-cfa3-4c95-a165-b612b4d32785,Paper Map,2017-12-8T15:0:30Z,"40.73858451845,-95.15079498295","ENVELOPE(-95.3852386475, -94.9163513184, 40.9023284912, 40.5748405457)",1902
bbc0c733-4562-4c34-a1a8-3902f6bdb15d,"Plat Book of Jones County, Iowa, 1893","(North West Publishing Co., 1893, Plat Book of Jones County, Iowa); 1 atlas: b&w; 40 X 46 cm. Material in the public domain. No restrictions on use. University of Iowa. Libraries. Map Collection",Public,JPEG,eng,Image,North West Publishing Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/9225""}",Iowa Counties Historic Atlases,1893,1893,"Jones County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4862800|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/9225,bbc0c733-4562-4c34-a1a8-3902f6bdb15d,Paper Map,2017-12-8T15:0:30Z,"42.12174987795,-91.13263320925","ENVELOPE(-91.3669128418, -90.8983535767, 42.2963752747, 41.9471244812)",1893
0261d487-fd04-472d-a322-92c161eaebc9,"Standard Atlas of Clayton County, Iowa, 1902","(Geo. A. Ogle & Co., 1902, Standard Atlas of Clayton County, Iowa); 1 atlas: b&w.; 40 X 46 cm. Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City)",Public,JPEG,eng,Image,Geo. A. Ogle & Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/9179""}",Iowa Counties Historic Atlases,1902,1902,"Clayton County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4851902|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/9179,0261d487-fd04-472d-a322-92c161eaebc9,Paper Map,2017-12-8T15:0:30Z,"42.8626976013,-91.2510032654","ENVELOPE(-91.6060333252, -90.8959732056, 43.0817070007, 42.6436882019)",1902
55194dab-2e99-4252-b59d-2045bf0dc095,"Tri-County Farmers Institute Atlas: Covering Parts of Scott, Muscatine, and Cedar Counties, Iowa, 1921","(Huebinger Publishing Co., 1921, Tri-County Farmers Institute Atlas: Covering Parts of Scott, Muscatine, and Cedar Counties, Iowa); 1 atlas: b&w; 35 X 43 cm. Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City)",Public,JPEG,eng,Image,Huebinger Survey and Map Publishing Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/9143""}",Iowa Counties Historic Atlases,1921,1921,"Scott County, Iowa, United States|Muscatine County, Iowa, United States|Cedar County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4875785|http://sws.geonames.org/4868410|http://sws.geonames.org/4850676|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/9143,55194dab-2e99-4252-b59d-2045bf0dc095,Paper Map,2017-12-8T15:0:31Z,"41.611951828,-90.60861587525","ENVELOPE(-90.9009552002, -90.3162765503, 41.7743835449, 41.4495201111)",1921
19cd88cc-733e-4b3d-8e2c-b6de864f6bbf,"Atlas and Plat Book of Ringgold County, Iowa, 1915","(Mounty Ayr Record-News, 1915, Atlas and Plat Book of Ringgold County, Iowa); 1 atlas: b&w; 30 X 40 cm. Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City)",Public,JPEG,eng,Image,Mount Ayr Record-News,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/9043""}",Iowa Counties Historic Atlases,1915,1915,"Ringgold County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4873016|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/9043,19cd88cc-733e-4b3d-8e2c-b6de864f6bbf,Paper Map,2017-12-8T15:0:31Z,"40.7346839905,-94.2438812256","ENVELOPE(-94.47265625, -94.0151062012, 40.8990592957, 40.5703086853)",1915
51bbe3e6-a4b9-4eab-b0ab-9c545f8a7440,"Atlas of Scott County, Iowa, 1905","(Iowa Publishing Co., 1905, Atlas of Scott County, Iowa); 1 atlas: b&w; 39 X 48 cm. Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City)",Public,JPEG,eng,Image,Iowa Publishing Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/8989""}",Iowa Counties Historic Atlases,1905,1905,"Scott County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4875785|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/8989,51bbe3e6-a4b9-4eab-b0ab-9c545f8a7440,Paper Map,2017-12-8T15:0:31Z,"41.611951828,-90.60861587525","ENVELOPE(-90.9009552002, -90.3162765503, 41.7743835449, 41.4495201111)",1905
535d1841-9e1a-41e6-886f-f7640cd684dc,"Atlas of Warren County, Iowa, 1915","(Midland Map Co., 1915, Atlas of Warren County, Iowa); 1 atlas: b&w.; 38 X 46 cm. Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City)",Public,JPEG,eng,Image,Midland Map Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/8840""}",Iowa Counties Historic Atlases,1915,1915,"Warren County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4880695|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/8840,535d1841-9e1a-41e6-886f-f7640cd684dc,Paper Map,2017-12-8T15:0:31Z,"41.3351306915,-93.56104278565","ENVELOPE(-93.79271698, -93.3293685913, 41.5109786987, 41.1592826843)",1915
528eb384-35cf-4d1c-8359-f9f6797fd01c,"Atlas of Linn County, Iowa, 1921","(Midland Map Company, 1921, Atlas of Linn County, Iowa); 1 atlas: b&w.; 35 X 45 cm. Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City)",Public,JPEG,eng,Image,Midland Map Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/8806""}",Iowa Counties Historic Atlases,1921,1921,"Linn County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4864924|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/8806,528eb384-35cf-4d1c-8359-f9f6797fd01c,Paper Map,2017-12-8T15:0:32Z,"42.0794944763,-91.5995635986","ENVELOPE(-91.8342285156, -91.3648986816, 42.2986755371, 41.8603134155)",1921
d9f60d42-ae6f-449f-9318-8945e820e992,"Atlas of Butler County, Iowa, 1917","(Anderson Publishing Co., 1917, Atlas of Butler County, Iowa); 1 atlas: b&w.; 39 X 46 cm. Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City)",Public,JPEG,eng,Image,Anderson Publishing Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/8756""}",Iowa Counties Historic Atlases,1917,1917,"Butler County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4849935|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/8756,d9f60d42-ae6f-449f-9318-8945e820e992,Paper Map,2017-12-8T15:0:32Z,"42.73102378845,-92.7910118103","ENVELOPE(-93.0283813477, -92.5536422729, 42.9070854187, 42.5549621582)",1917
b6d97447-d551-45a2-9c91-502a9c315987,"Plat Book and Complete Survey of Polk County, Iowa, 1914","(The Kenyon Company, 1914, Plat Book and Complete Survey of Polk County, Iowa); 1 atlas: b&w.; 36 X 44 cm. Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City)",Public,JPEG,eng,Image,"Kenyon Company (Des Moines, Iowa)",,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/8707""}",Iowa Counties Historic Atlases,1914,1914,"Polk County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4871782|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/8707,b6d97447-d551-45a2-9c91-502a9c315987,Paper Map,2017-12-8T15:0:32Z,"41.67176246645,-93.5733680725","ENVELOPE(-93.8163757324, -93.3303604126, 41.8624763489, 41.481048584)",1914
fbf48284-c925-4662-9023-17c9f27e28bd,"Plat Book of Chickasaw County, Iowa, 1892","(North West Publishing Co., 1892, Plat Book of Chickasaw County, Iowa); 1 atlas: b&w; 39 X 46 cm. Material in the public domain. No restrictions on use. University of Iowa. Libraries. Map Collection",Public,JPEG,eng,Image,North West Publishing Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/8631""}",Iowa Counties Historic Atlases,1892,1892,"Chickasaw County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4851303|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/8631,fbf48284-c925-4662-9023-17c9f27e28bd,Paper Map,2017-12-8T15:0:32Z,"43.0595378876,-92.31760406495","ENVELOPE(-92.5544433594, -92.0807647705, 43.2131843567, 42.9058914185)",1892
e19570ac-4c21-42ef-a347-5265887327ad,"Plat Book of Des Moines County, Iowa, 1897","(North West Publishing Co., 1897, Plat Book of Des Moines County, Iowa); 1 atlas: b&w; 34 X 48 cm. Material in the public domain. No restrictions on use. Iowa State University Library (Ames)",Public,JPEG,eng,Image,North West Publishing Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/8602""}",Iowa Counties Historic Atlases,1897,1897,"Des Moines County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4853838|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/8602,e19570ac-4c21-42ef-a347-5265887327ad,Paper Map,2017-12-8T15:0:32Z,"40.88482666015,-91.1772003174","ENVELOPE(-91.4095077515, -90.9448928833, 41.0740737915, 40.6955795288)",1897
0c8300da-0a86-412b-84f5-8ed09eab2d61,"Atlas of Story County, Iowa, 1919","(Kenyon Company Map Makers, 1919, Atlas of Story County, Iowa); 1 atlas: b&w; 39 X 42 cm. Material in the public domain. No restrictions on use. Iowa State University Library (Ames)",Public,JPEG,eng,Image,"Kenyon Company (Des Moines, Iowa)",,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/8522""}",Iowa Counties Historic Atlases,1919,1919,"Story County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4877685|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/8522,0c8300da-0a86-412b-84f5-8ed09eab2d61,Paper Map,2017-12-8T15:0:33Z,"42.03532981875,-93.46631240845","ENVELOPE(-93.700881958, -93.2317428589, 42.2084541321, 41.8622055054)",1919
